# (c) Die Bundeswahlleiterin, Statistische Ämter des Bundes und der Länder, Wiesbaden 2024;;;;;;;;;;;;;;;;
# Datenlizenz Deutschland – Namensnennung – Version 2.0 (https://www.govdata.de/dl-de/by-2-0);;;;;;;;;;;;;;;;
# ;;;;;;;;;;;;;;;;
# Wahlkreise und zugeordnete Gemeinden bei der Wahl zum 21. Deutschen Bundestag (gemäß 27. Gesetz zur Änderung des Bundeswahlgesetzes vom 07.03.2024 (BGBl. 2024 I Nr. 91) und Bekanntmachung zur Wahlkreiseinteilung vom 27.12.2024 (BGBl. 2024 I Nr. 437));;;;;;;;;;;;;;;;
# ;;;;;;;;;;;;;;;;
# Gebietsstand: 30.11.2024;;;;;;;;;;;;;;;;
# ;;;;;;;;;;;;;;;;
Wahlkreis-Nr;Wahlkreis-Bez;RGS_Land;RGS_RegBez;RGS_Kreis;RGS_GemVerband;RGS_Gemeinde;Landname;RegBez-Name;Kreisname;GemVerband-Name;Gemeindename;Gemeindeteil;Wahlkreis-von;Wahlkreis-bis;PLZ-GemVerwaltung;PLZ-mehrere
013;Ludwigslust-Parchim II – Nordwestmecklenburg II – Landkreis Rostock I;13;0;74;5457;084;Mecklenburg-Vorpommern;;Nordwestmecklenburg;Neukloster-Warin;Warin, Stadt;;;;19417;
013;Ludwigslust-Parchim II – Nordwestmecklenburg II – Landkreis Rostock I;13;0;74;5457;090;Mecklenburg-Vorpommern;;Nordwestmecklenburg;Neukloster-Warin;Zurow;;;;23992;
013;Ludwigslust-Parchim II – Nordwestmecklenburg II – Landkreis Rostock I;13;0;74;5457;091;Mecklenburg-Vorpommern;;Nordwestmecklenburg;Neukloster-Warin;Züsow;;;;23992;
013;Ludwigslust-Parchim II – Nordwestmecklenburg II – Landkreis Rostock I;13;0;76;0000;108;Mecklenburg-Vorpommern;;Ludwigslust-Parchim;;Parchim, Stadt;;;;19370;*****
013;Ludwigslust-Parchim II – Nordwestmecklenburg II – Landkreis Rostock I;13;0;76;5655;040;Mecklenburg-Vorpommern;;Ludwigslust-Parchim;Eldenburg Lübz;Gallin-Kuppentin;;;;19386;
013;Ludwigslust-Parchim II – Nordwestmecklenburg II – Landkreis Rostock I;13;0;76;5655;051;Mecklenburg-Vorpommern;;Ludwigslust-Parchim;Eldenburg Lübz;Granzin;;;;19386;
013;Ludwigslust-Parchim II – Nordwestmecklenburg II – Landkreis Rostock I;13;0;76;5655;075;Mecklenburg-Vorpommern;;Ludwigslust-Parchim;Eldenburg Lübz;Kreien;;;;19386;
013;Ludwigslust-Parchim II – Nordwestmecklenburg II – Landkreis Rostock I;13;0;76;5655;077;Mecklenburg-Vorpommern;;Ludwigslust-Parchim;Eldenburg Lübz;Kritzow;;;;19386;
013;Ludwigslust-Parchim II – Nordwestmecklenburg II – Landkreis Rostock I;13;0;76;5655;089;Mecklenburg-Vorpommern;;Ludwigslust-Parchim;Eldenburg Lübz;Lübz, Stadt;;;;19386;
013;Ludwigslust-Parchim II – Nordwestmecklenburg II – Landkreis Rostock I;13;0;76;5655;109;Mecklenburg-Vorpommern;;Ludwigslust-Parchim;Eldenburg Lübz;Passow;;;;19386;
013;Ludwigslust-Parchim II – Nordwestmecklenburg II – Landkreis Rostock I;13;0;76;5655;125;Mecklenburg-Vorpommern;;Ludwigslust-Parchim;Eldenburg Lübz;Siggelkow;;;;19376;
013;Ludwigslust-Parchim II – Nordwestmecklenburg II – Landkreis Rostock I;13;0;76;5655;151;Mecklenburg-Vorpommern;;Ludwigslust-Parchim;Eldenburg Lübz;Werder;;;;19386;
013;Ludwigslust-Parchim II – Nordwestmecklenburg II – Landkreis Rostock I;13;0;76;5655;165;Mecklenburg-Vorpommern;;Ludwigslust-Parchim;Eldenburg Lübz;Gehlsbach;;;;19386;
013;Ludwigslust-Parchim II – Nordwestmecklenburg II – Landkreis Rostock I;13;0;76;5655;168;Mecklenburg-Vorpommern;;Ludwigslust-Parchim;Eldenburg Lübz;Ruhner Berge;;;;19376;
013;Ludwigslust-Parchim II – Nordwestmecklenburg II – Landkreis Rostock I;13;0;76;5656;032;Mecklenburg-Vorpommern;;Ludwigslust-Parchim;Goldberg-Mildenitz;Dobbertin;;;;19399;
013;Ludwigslust-Parchim II – Nordwestmecklenburg II – Landkreis Rostock I;13;0;76;5656;048;Mecklenburg-Vorpommern;;Ludwigslust-Parchim;Goldberg-Mildenitz;Goldberg, Stadt;;;;19399;
013;Ludwigslust-Parchim II – Nordwestmecklenburg II – Landkreis Rostock I;13;0;76;5656;096;Mecklenburg-Vorpommern;;Ludwigslust-Parchim;Goldberg-Mildenitz;Mestlin;;;;19374;
013;Ludwigslust-Parchim II – Nordwestmecklenburg II – Landkreis Rostock I;13;0;76;5656;104;Mecklenburg-Vorpommern;;Ludwigslust-Parchim;Goldberg-Mildenitz;Neu Poserin;;;;19399;
013;Ludwigslust-Parchim II – Nordwestmecklenburg II – Landkreis Rostock I;13;0;76;5656;135;Mecklenburg-Vorpommern;;Ludwigslust-Parchim;Goldberg-Mildenitz;Techentin;;;;19399;
013;Ludwigslust-Parchim II – Nordwestmecklenburg II – Landkreis Rostock I;13;0;76;5662;035;Mecklenburg-Vorpommern;;Ludwigslust-Parchim;Parchimer Umland;Domsühl;;;;19374;
013;Ludwigslust-Parchim II – Nordwestmecklenburg II – Landkreis Rostock I;13;0;76;5662;056;Mecklenburg-Vorpommern;;Ludwigslust-Parchim;Parchimer Umland;Groß Godems;;;;19372;
013;Ludwigslust-Parchim II – Nordwestmecklenburg II – Landkreis Rostock I;13;0;76;5662;068;Mecklenburg-Vorpommern;;Ludwigslust-Parchim;Parchimer Umland;Karrenzin;;;;19372;
013;Ludwigslust-Parchim II – Nordwestmecklenburg II – Landkreis Rostock I;13;0;76;5662;085;Mecklenburg-Vorpommern;;Ludwigslust-Parchim;Parchimer Umland;Lewitzrand;;;;19372;*****
013;Ludwigslust-Parchim II – Nordwestmecklenburg II – Landkreis Rostock I;13;0;76;5662;120;Mecklenburg-Vorpommern;;Ludwigslust-Parchim;Parchimer Umland;Rom;;;;19372;
013;Ludwigslust-Parchim II – Nordwestmecklenburg II – Landkreis Rostock I;13;0;76;5662;126;Mecklenburg-Vorpommern;;Ludwigslust-Parchim;Parchimer Umland;Spornitz;;;;19372;
013;Ludwigslust-Parchim II – Nordwestmecklenburg II – Landkreis Rostock I;13;0;76;5662;129;Mecklenburg-Vorpommern;;Ludwigslust-Parchim;Parchimer Umland;Stolpe;;;;19372;
013;Ludwigslust-Parchim II – Nordwestmecklenburg II – Landkreis Rostock I;13;0;76;5662;160;Mecklenburg-Vorpommern;;Ludwigslust-Parchim;Parchimer Umland;Ziegendorf;;;;19372;
013;Ludwigslust-Parchim II – Nordwestmecklenburg II – Landkreis Rostock I;13;0;76;5662;162;Mecklenburg-Vorpommern;;Ludwigslust-Parchim;Parchimer Umland;Zölkow;;;;19374;
013;Ludwigslust-Parchim II – Nordwestmecklenburg II – Landkreis Rostock I;13;0;76;5662;164;Mecklenburg-Vorpommern;;Ludwigslust-Parchim;Parchimer Umland;Obere Warnow;;;;19374;
013;Ludwigslust-Parchim II – Nordwestmecklenburg II – Landkreis Rostock I;13;0;76;5663;006;Mecklenburg-Vorpommern;;Ludwigslust-Parchim;Plau am See;Barkhagen;;;;19395;
013;Ludwigslust-Parchim II – Nordwestmecklenburg II – Landkreis Rostock I;13;0;76;5663;114;Mecklenburg-Vorpommern;;Ludwigslust-Parchim;Plau am See;Plau am See, Stadt;;;;19395;
013;Ludwigslust-Parchim II – Nordwestmecklenburg II – Landkreis Rostock I;13;0;76;5663;166;Mecklenburg-Vorpommern;;Ludwigslust-Parchim;Plau am See;Ganzlin;;;;19395;
013;Ludwigslust-Parchim II – Nordwestmecklenburg II – Landkreis Rostock I;13;0;76;5664;011;Mecklenburg-Vorpommern;;Ludwigslust-Parchim;Sternberger Seenlandschaft;Blankenberg;;;;19412;*****
013;Ludwigslust-Parchim II – Nordwestmecklenburg II – Landkreis Rostock I;13;0;76;5664;015;Mecklenburg-Vorpommern;;Ludwigslust-Parchim;Sternberger Seenlandschaft;Borkow;;;;19406;
013;Ludwigslust-Parchim II – Nordwestmecklenburg II – Landkreis Rostock I;13;0;76;5664;020;Mecklenburg-Vorpommern;;Ludwigslust-Parchim;Sternberger Seenlandschaft;Brüel, Stadt;;;;19412;
013;Ludwigslust-Parchim II – Nordwestmecklenburg II – Landkreis Rostock I;13;0;76;5664;026;Mecklenburg-Vorpommern;;Ludwigslust-Parchim;Sternberger Seenlandschaft;Dabel;;;;19406;
013;Ludwigslust-Parchim II – Nordwestmecklenburg II – Landkreis Rostock I;13;0;76;5664;062;Mecklenburg-Vorpommern;;Ludwigslust-Parchim;Sternberger Seenlandschaft;Hohen Pritz;;;;19406;
013;Ludwigslust-Parchim II – Nordwestmecklenburg II – Landkreis Rostock I;13;0;76;5664;072;Mecklenburg-Vorpommern;;Ludwigslust-Parchim;Sternberger Seenlandschaft;Kobrow;;;;19406;
013;Ludwigslust-Parchim II – Nordwestmecklenburg II – Landkreis Rostock I;13;0;76;5664;078;Mecklenburg-Vorpommern;;Ludwigslust-Parchim;Sternberger Seenlandschaft;Kuhlen-Wendorf;;;;19412;
013;Ludwigslust-Parchim II – Nordwestmecklenburg II – Landkreis Rostock I;13;0;76;5664;101;Mecklenburg-Vorpommern;;Ludwigslust-Parchim;Sternberger Seenlandschaft;Mustin;;;;19406;
013;Ludwigslust-Parchim II – Nordwestmecklenburg II – Landkreis Rostock I;13;0;76;5664;128;Mecklenburg-Vorpommern;;Ludwigslust-Parchim;Sternberger Seenlandschaft;Sternberg, Stadt;;;;19406;
013;Ludwigslust-Parchim II – Nordwestmecklenburg II – Landkreis Rostock I;13;0;76;5664;148;Mecklenburg-Vorpommern;;Ludwigslust-Parchim;Sternberger Seenlandschaft;Weitendorf;;;;19412;
013;Ludwigslust-Parchim II – Nordwestmecklenburg II – Landkreis Rostock I;13;0;76;5664;155;Mecklenburg-Vorpommern;;Ludwigslust-Parchim;Sternberger Seenlandschaft;Witzin;;;;19406;
013;Ludwigslust-Parchim II – Nordwestmecklenburg II – Landkreis Rostock I;13;0;76;5664;167;Mecklenburg-Vorpommern;;Ludwigslust-Parchim;Sternberger Seenlandschaft;Kloster Tempzin;;;;19412;
013;Ludwigslust-Parchim II – Nordwestmecklenburg II – Landkreis Rostock I;13;0;76;5668;005;Mecklenburg-Vorpommern;;Ludwigslust-Parchim;Crivitz;Banzkow;;;;19079;
013;Ludwigslust-Parchim II – Nordwestmecklenburg II – Landkreis Rostock I;13;0;76;5668;007;Mecklenburg-Vorpommern;;Ludwigslust-Parchim;Crivitz;Barnin;;;;19089;
013;Ludwigslust-Parchim II – Nordwestmecklenburg II – Landkreis Rostock I;13;0;76;5668;023;Mecklenburg-Vorpommern;;Ludwigslust-Parchim;Crivitz;Bülow;;;;19089;
013;Ludwigslust-Parchim II – Nordwestmecklenburg II – Landkreis Rostock I;13;0;76;5668;024;Mecklenburg-Vorpommern;;Ludwigslust-Parchim;Crivitz;Cambs;;;;19067;
013;Ludwigslust-Parchim II – Nordwestmecklenburg II – Landkreis Rostock I;13;0;76;5668;025;Mecklenburg-Vorpommern;;Ludwigslust-Parchim;Crivitz;Crivitz, Stadt;;;;19089;
013;Ludwigslust-Parchim II – Nordwestmecklenburg II – Landkreis Rostock I;13;0;76;5668;029;Mecklenburg-Vorpommern;;Ludwigslust-Parchim;Crivitz;Demen;;;;19089;
013;Ludwigslust-Parchim II – Nordwestmecklenburg II – Landkreis Rostock I;13;0;76;5668;033;Mecklenburg-Vorpommern;;Ludwigslust-Parchim;Crivitz;Dobin am See;;;;19067;
013;Ludwigslust-Parchim II – Nordwestmecklenburg II – Landkreis Rostock I;13;0;76;5668;038;Mecklenburg-Vorpommern;;Ludwigslust-Parchim;Crivitz;Friedrichsruhe;;;;19089;*****
013;Ludwigslust-Parchim II – Nordwestmecklenburg II – Landkreis Rostock I;13;0;76;5668;044;Mecklenburg-Vorpommern;;Ludwigslust-Parchim;Crivitz;Gneven;;;;19065;
013;Ludwigslust-Parchim II – Nordwestmecklenburg II – Landkreis Rostock I;13;0;76;5668;080;Mecklenburg-Vorpommern;;Ludwigslust-Parchim;Crivitz;Langen Brütz;;;;19067;*****
013;Ludwigslust-Parchim II – Nordwestmecklenburg II – Landkreis Rostock I;13;0;76;5668;082;Mecklenburg-Vorpommern;;Ludwigslust-Parchim;Crivitz;Leezen;;;;19067;
013;Ludwigslust-Parchim II – Nordwestmecklenburg II – Landkreis Rostock I;13;0;76;5668;112;Mecklenburg-Vorpommern;;Ludwigslust-Parchim;Crivitz;Pinnow;;;;19065;
013;Ludwigslust-Parchim II – Nordwestmecklenburg II – Landkreis Rostock I;13;0;76;5668;113;Mecklenburg-Vorpommern;;Ludwigslust-Parchim;Crivitz;Plate;;;;19086;
013;Ludwigslust-Parchim II – Nordwestmecklenburg II – Landkreis Rostock I;13;0;76;5668;117;Mecklenburg-Vorpommern;;Ludwigslust-Parchim;Crivitz;Raben Steinfeld;;;;19065;
013;Ludwigslust-Parchim II – Nordwestmecklenburg II – Landkreis Rostock I;13;0;76;5668;133;Mecklenburg-Vorpommern;;Ludwigslust-Parchim;Crivitz;Sukow;;;;19079;
013;Ludwigslust-Parchim II – Nordwestmecklenburg II – Landkreis Rostock I;13;0;76;5668;140;Mecklenburg-Vorpommern;;Ludwigslust-Parchim;Crivitz;Tramm;;;;19089;
013;Ludwigslust-Parchim II – Nordwestmecklenburg II – Landkreis Rostock I;13;0;76;5668;158;Mecklenburg-Vorpommern;;Ludwigslust-Parchim;Crivitz;Zapel;;;;19089;
014;Rostock – Landkreis Rostock II;13;0;03;0000;000;Mecklenburg-Vorpommern;;Rostock;;Rostock, Hanse- und Universitätsstadt;;;;18055;*****
014;Rostock – Landkreis Rostock II;13;0;72;0000;029;Mecklenburg-Vorpommern;;Landkreis Rostock;;Dummerstorf;;;;18196;
014;Rostock – Landkreis Rostock II;13;0;72;0000;036;Mecklenburg-Vorpommern;;Landkreis Rostock;;Graal-Müritz, Ostseeheilbad;;;;18181;
014;Rostock – Landkreis Rostock II;13;0;72;0000;091;Mecklenburg-Vorpommern;;Landkreis Rostock;;Sanitz;;;;18190;
014;Rostock – Landkreis Rostock II;13;0;72;5253;019;Mecklenburg-Vorpommern;;Landkreis Rostock;Carbäk;Broderstorf;;;;18184;
014;Rostock – Landkreis Rostock II;13;0;72;5253;081;Mecklenburg-Vorpommern;;Landkreis Rostock;Carbäk;Poppendorf;;;;18184;
014;Rostock – Landkreis Rostock II;13;0;72;5253;087;Mecklenburg-Vorpommern;;Landkreis Rostock;Carbäk;Roggentin;;;;18184;
014;Rostock – Landkreis Rostock II;13;0;72;5253;108;Mecklenburg-Vorpommern;;Landkreis Rostock;Carbäk;Thulendorf;;;;18184;
014;Rostock – Landkreis Rostock II;13;0;72;5260;012;Mecklenburg-Vorpommern;;Landkreis Rostock;Rostocker Heide;Bentwisch;;;;18182;
014;Rostock – Landkreis Rostock II;13;0;72;5260;015;Mecklenburg-Vorpommern;;Landkreis Rostock;Rostocker Heide;Blankenhagen;;;;18182;
014;Rostock – Landkreis Rostock II;13;0;72;5260;032;Mecklenburg-Vorpommern;;Landkreis Rostock;Rostocker Heide;Gelbensande;;;;18182;
014;Rostock – Landkreis Rostock II;13;0;72;5260;072;Mecklenburg-Vorpommern;;Landkreis Rostock;Rostocker Heide;Mönchhagen;;;;18182;
014;Rostock – Landkreis Rostock II;13;0;72;5260;088;Mecklenburg-Vorpommern;;Landkreis Rostock;Rostocker Heide;Rövershagen;;;;18182;
014;Rostock – Landkreis Rostock II;13;0;72;5261;011;Mecklenburg-Vorpommern;;Landkreis Rostock;Schwaan;Benitz;;;;18258;
014;Rostock – Landkreis Rostock II;13;0;72;5261;018;Mecklenburg-Vorpommern;;Landkreis Rostock;Schwaan;Bröbberow;;;;18258;
014;Rostock – Landkreis Rostock II;13;0;72;5261;051;Mecklenburg-Vorpommern;;Landkreis Rostock;Schwaan;Kassow;;;;18258;
014;Rostock – Landkreis Rostock II;13;0;72;5261;090;Mecklenburg-Vorpommern;;Landkreis Rostock;Schwaan;Rukieten;;;;18258;
014;Rostock – Landkreis Rostock II;13;0;72;5261;095;Mecklenburg-Vorpommern;;Landkreis Rostock;Schwaan;Schwaan, Stadt;;;;18258;
014;Rostock – Landkreis Rostock II;13;0;72;5261;110;Mecklenburg-Vorpommern;;Landkreis Rostock;Schwaan;Vorbeck;;;;18258;
014;Rostock – Landkreis Rostock II;13;0;72;5261;116;Mecklenburg-Vorpommern;;Landkreis Rostock;Schwaan;Wiendorf;;;;18258;
014;Rostock – Landkreis Rostock II;13;0;72;5262;021;Mecklenburg-Vorpommern;;Landkreis Rostock;Tessin;Cammin;;;;18195;
014;Rostock – Landkreis Rostock II;13;0;72;5262;034;Mecklenburg-Vorpommern;;Landkreis Rostock;Tessin;Gnewitz;;;;18195;
014;Rostock – Landkreis Rostock II;13;0;72;5262;037;Mecklenburg-Vorpommern;;Landkreis Rostock;Tessin;Grammow;;;;18195;
014;Rostock – Landkreis Rostock II;13;0;72;5262;076;Mecklenburg-Vorpommern;;Landkreis Rostock;Tessin;Nustrow;;;;18195;
014;Rostock – Landkreis Rostock II;13;0;72;5262;097;Mecklenburg-Vorpommern;;Landkreis Rostock;Tessin;Selpin;;;;18195;
014;Rostock – Landkreis Rostock II;13;0;72;5262;102;Mecklenburg-Vorpommern;;Landkreis Rostock;Tessin;Stubbendorf;;;;18195;
014;Rostock – Landkreis Rostock II;13;0;72;5262;105;Mecklenburg-Vorpommern;;Landkreis Rostock;Tessin;Tessin, Blumenstadt;;;;18195;
014;Rostock – Landkreis Rostock II;13;0;72;5262;107;Mecklenburg-Vorpommern;;Landkreis Rostock;Tessin;Thelkow;;;;18195;
014;Rostock – Landkreis Rostock II;13;0;72;5262;118;Mecklenburg-Vorpommern;;Landkreis Rostock;Tessin;Zarnewanz;;;;18195;
014;Rostock – Landkreis Rostock II;13;0;72;5263;030;Mecklenburg-Vorpommern;;Landkreis Rostock;Warnow-West;Elmenhorst/Lichtenhagen;;;;18107;
014;Rostock – Landkreis Rostock II;13;0;72;5263;057;Mecklenburg-Vorpommern;;Landkreis Rostock;Warnow-West;Kritzmow;;;;18198;
014;Rostock – Landkreis Rostock II;13;0;72;5263;064;Mecklenburg-Vorpommern;;Landkreis Rostock;Warnow-West;Lambrechtshagen;;;;18069;
014;Rostock – Landkreis Rostock II;13;0;72;5263;077;Mecklenburg-Vorpommern;;Landkreis Rostock;Warnow-West;Papendorf;;;;18059;
014;Rostock – Landkreis Rostock II;13;0;72;5263;080;Mecklenburg-Vorpommern;;Landkreis Rostock;Warnow-West;Pölchow;;;;18059;
014;Rostock – Landkreis Rostock II;13;0;72;5263;098;Mecklenburg-Vorpommern;;Landkreis Rostock;Warnow-West;Stäbelow;;;;18198;
014;Rostock – Landkreis Rostock II;13;0;72;5263;121;Mecklenburg-Vorpommern;;Landkreis Rostock;Warnow-West;Ziesendorf;;;;18059;
015;Vorpommern-Rügen – Vorpommern-Greifswald I;13;0;73;0000;011;Mecklenburg-Vorpommern;;Vorpommern-Rügen;;Binz, Ostseebad;;;;18609;
015;Vorpommern-Rügen – Vorpommern-Greifswald I;13;0;73;0000;035;Mecklenburg-Vorpommern;;Vorpommern-Rügen;;Grimmen, Stadt;;;;18507;
015;Vorpommern-Rügen – Vorpommern-Greifswald I;13;0;73;0000;055;Mecklenburg-Vorpommern;;Vorpommern-Rügen;;Marlow, Stadt;;;;18337;
015;Vorpommern-Rügen – Vorpommern-Greifswald I;13;0;73;0000;070;Mecklenburg-Vorpommern;;Vorpommern-Rügen;;Putbus, Stadt;;;;18581;
015;Vorpommern-Rügen – Vorpommern-Greifswald I;13;0;73;0000;080;Mecklenburg-Vorpommern;;Vorpommern-Rügen;;Sassnitz, Stadt;;;;18546;
015;Vorpommern-Rügen – Vorpommern-Greifswald I;13;0;73;0000;088;Mecklenburg-Vorpommern;;Vorpommern-Rügen;;Stralsund, Hansestadt;;;;18439;*****
015;Vorpommern-Rügen – Vorpommern-Greifswald I;13;0;73;0000;089;Mecklenburg-Vorpommern;;Vorpommern-Rügen;;Süderholz;;;;18516;
015;Vorpommern-Rügen – Vorpommern-Greifswald I;13;0;73;0000;105;Mecklenburg-Vorpommern;;Vorpommern-Rügen;;Zingst, Ostseeheilbad;;;;18374;
015;Vorpommern-Rügen – Vorpommern-Greifswald I;13;0;73;5351;005;Mecklenburg-Vorpommern;;Vorpommern-Rügen;Altenpleen;Altenpleen;;;;18445;
015;Vorpommern-Rügen – Vorpommern-Greifswald I;13;0;73;5351;037;Mecklenburg-Vorpommern;;Vorpommern-Rügen;Altenpleen;Groß Mohrdorf;;;;18445;
015;Vorpommern-Rügen – Vorpommern-Greifswald I;13;0;73;5351;044;Mecklenburg-Vorpommern;;Vorpommern-Rügen;Altenpleen;Klausdorf;;;;18445;
015;Vorpommern-Rügen – Vorpommern-Greifswald I;13;0;73;5351;046;Mecklenburg-Vorpommern;;Vorpommern-Rügen;Altenpleen;Kramerhof;;;;18445;
015;Vorpommern-Rügen – Vorpommern-Greifswald I;13;0;73;5351;066;Mecklenburg-Vorpommern;;Vorpommern-Rügen;Altenpleen;Preetz;;;;18445;
015;Vorpommern-Rügen – Vorpommern-Greifswald I;13;0;73;5351;068;Mecklenburg-Vorpommern;;Vorpommern-Rügen;Altenpleen;Prohn;;;;18445;
015;Vorpommern-Rügen – Vorpommern-Greifswald I;13;0;73;5352;009;Mecklenburg-Vorpommern;;Vorpommern-Rügen;Barth;Barth, Stadt;;;;18356;
015;Vorpommern-Rügen – Vorpommern-Greifswald I;13;0;73;5352;018;Mecklenburg-Vorpommern;;Vorpommern-Rügen;Barth;Divitz-Spoldershagen;;;;18314;
015;Vorpommern-Rügen – Vorpommern-Greifswald I;13;0;73;5352;025;Mecklenburg-Vorpommern;;Vorpommern-Rügen;Barth;Fuhlendorf;;;;18356;
015;Vorpommern-Rügen – Vorpommern-Greifswald I;13;0;73;5352;042;Mecklenburg-Vorpommern;;Vorpommern-Rügen;Barth;Karnin;;;;18469;
015;Vorpommern-Rügen – Vorpommern-Greifswald I;13;0;73;5352;043;Mecklenburg-Vorpommern;;Vorpommern-Rügen;Barth;Kenz-Küstrow;;;;18314;*****
015;Vorpommern-Rügen – Vorpommern-Greifswald I;13;0;73;5352;051;Mecklenburg-Vorpommern;;Vorpommern-Rügen;Barth;Löbnitz;;;;18314;
015;Vorpommern-Rügen – Vorpommern-Greifswald I;13;0;73;5352;053;Mecklenburg-Vorpommern;;Vorpommern-Rügen;Barth;Lüdershagen;;;;18314;
015;Vorpommern-Rügen – Vorpommern-Greifswald I;13;0;73;5352;069;Mecklenburg-Vorpommern;;Vorpommern-Rügen;Barth;Pruchten;;;;18356;
015;Vorpommern-Rügen – Vorpommern-Greifswald I;13;0;73;5352;077;Mecklenburg-Vorpommern;;Vorpommern-Rügen;Barth;Saal;;;;18317;
015;Vorpommern-Rügen – Vorpommern-Greifswald I;13;0;73;5352;094;Mecklenburg-Vorpommern;;Vorpommern-Rügen;Barth;Trinwillershagen;;;;18320;
015;Vorpommern-Rügen – Vorpommern-Greifswald I;13;0;73;5353;010;Mecklenburg-Vorpommern;;Vorpommern-Rügen;Bergen auf Rügen;Bergen auf Rügen, Stadt;;;;18528;
015;Vorpommern-Rügen – Vorpommern-Greifswald I;13;0;73;5353;014;Mecklenburg-Vorpommern;;Vorpommern-Rügen;Bergen auf Rügen;Buschvitz;;;;18528;
015;Vorpommern-Rügen – Vorpommern-Greifswald I;13;0;73;5353;027;Mecklenburg-Vorpommern;;Vorpommern-Rügen;Bergen auf Rügen;Garz/Rügen, Stadt;;;;18574;
015;Vorpommern-Rügen – Vorpommern-Greifswald I;13;0;73;5353;038;Mecklenburg-Vorpommern;;Vorpommern-Rügen;Bergen auf Rügen;Gustow;;;;18574;
015;Vorpommern-Rügen – Vorpommern-Greifswald I;13;0;73;5353;049;Mecklenburg-Vorpommern;;Vorpommern-Rügen;Bergen auf Rügen;Lietzow;;;;18528;
015;Vorpommern-Rügen – Vorpommern-Greifswald I;13;0;73;5353;063;Mecklenburg-Vorpommern;;Vorpommern-Rügen;Bergen auf Rügen;Parchtitz;;;;18528;
015;Vorpommern-Rügen – Vorpommern-Greifswald I;13;0;73;5353;064;Mecklenburg-Vorpommern;;Vorpommern-Rügen;Bergen auf Rügen;Patzig;;;;18528;
015;Vorpommern-Rügen – Vorpommern-Greifswald I;13;0;73;5353;065;Mecklenburg-Vorpommern;;Vorpommern-Rügen;Bergen auf Rügen;Poseritz;;;;18574;
015;Vorpommern-Rügen – Vorpommern-Greifswald I;13;0;73;5353;072;Mecklenburg-Vorpommern;;Vorpommern-Rügen;Bergen auf Rügen;Ralswiek;;;;18528;
015;Vorpommern-Rügen – Vorpommern-Greifswald I;13;0;73;5353;074;Mecklenburg-Vorpommern;;Vorpommern-Rügen;Bergen auf Rügen;Rappin;;;;18528;
015;Vorpommern-Rügen – Vorpommern-Greifswald I;13;0;73;5353;083;Mecklenburg-Vorpommern;;Vorpommern-Rügen;Bergen auf Rügen;Sehlen;;;;18528;
015;Vorpommern-Rügen – Vorpommern-Greifswald I;13;0;73;5354;002;Mecklenburg-Vorpommern;;Vorpommern-Rügen;Darß/Fischland;Ahrenshoop, Ostseebad;;;;18347;
015;Vorpommern-Rügen – Vorpommern-Greifswald I;13;0;73;5354;012;Mecklenburg-Vorpommern;;Vorpommern-Rügen;Darß/Fischland;Born a. Darß;;;;18375;
015;Vorpommern-Rügen – Vorpommern-Greifswald I;13;0;73;5354;017;Mecklenburg-Vorpommern;;Vorpommern-Rügen;Darß/Fischland;Dierhagen, Ostseebad;;;;18347;
015;Vorpommern-Rügen – Vorpommern-Greifswald I;13;0;73;5354;067;Mecklenburg-Vorpommern;;Vorpommern-Rügen;Darß/Fischland;Prerow, Ostseebad;;;;18375;
015;Vorpommern-Rügen – Vorpommern-Greifswald I;13;0;73;5354;100;Mecklenburg-Vorpommern;;Vorpommern-Rügen;Darß/Fischland;Wieck a. Darß;;;;18375;
015;Vorpommern-Rügen – Vorpommern-Greifswald I;13;0;73;5354;103;Mecklenburg-Vorpommern;;Vorpommern-Rügen;Darß/Fischland;Wustrow, Ostseebad;;;;18347;
015;Vorpommern-Rügen – Vorpommern-Greifswald I;13;0;73;5355;024;Mecklenburg-Vorpommern;;Vorpommern-Rügen;Franzburg-Richtenberg;Franzburg, Stadt;;;;18461;
015;Vorpommern-Rügen – Vorpommern-Greifswald I;13;0;73;5355;029;Mecklenburg-Vorpommern;;Vorpommern-Rügen;Franzburg-Richtenberg;Glewitz;;;;18513;
015;Vorpommern-Rügen – Vorpommern-Greifswald I;13;0;73;5355;034;Mecklenburg-Vorpommern;;Vorpommern-Rügen;Franzburg-Richtenberg;Gremersdorf-Buchholz;;;;18461;
015;Vorpommern-Rügen – Vorpommern-Greifswald I;13;0;73;5355;057;Mecklenburg-Vorpommern;;Vorpommern-Rügen;Franzburg-Richtenberg;Millienhagen-Oebelitz;;;;18461;
015;Vorpommern-Rügen – Vorpommern-Greifswald I;13;0;73;5355;062;Mecklenburg-Vorpommern;;Vorpommern-Rügen;Franzburg-Richtenberg;Papenhagen;;;;18510;
015;Vorpommern-Rügen – Vorpommern-Greifswald I;13;0;73;5355;076;Mecklenburg-Vorpommern;;Vorpommern-Rügen;Franzburg-Richtenberg;Richtenberg, Stadt;;;;18461;
015;Vorpommern-Rügen – Vorpommern-Greifswald I;13;0;73;5355;086;Mecklenburg-Vorpommern;;Vorpommern-Rügen;Franzburg-Richtenberg;Splietsdorf;;;;18513;
