Stand;Satzart;Wahlkreisnr;Kreisnr;Gemeindenr;Wahlbezirksnr;Name;Gemeinde mit eigenem Briefwahlbezirk;abgebend nach Gemeinde/Wahlbezirk;aufnehmend von Gemeinde/Wahlbezirk;Anzahl Wahlbezirke;;Wahlberechtigte;Wähler;Wahlbeteiligung;Erststimmen;;Zweitstimmen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;insgesamt;erfasst;;;;ungültige;gültige;ungültige;gültige;Erststimmen;;Zweitstimmen;;Erststimmen;;Zweitstimmen;;Erststimmen;;Zweitstimmen;;Erststimmen;;Zweitstimmen;;Erststimmen;;Zweitstimmen;;Erststimmen;;Zweitstimmen;;Erststimmen;;Zweitstimmen;;Erststimmen;;Zweitstimmen;;Erststimmen;;Zweitstimmen;;Erststimmen;;Zweitstimmen;;Erststimmen;;Zweitstimmen;;Erststimmen;;Erststimmen;
;;;;;;;;;;;;;;;;;;;AfD;;AfD;;SPD;;SPD;;CDU;;CDU;;Die Linke;;Die Linke;;FDP;;FDP;;GRÜNE;;GRÜNE;;FREIE WÄHLER;;FREIE WÄHLER;;Volt;;Volt;;MLPD;;MLPD;;BÜNDNIS DEUTSCHLAND;;BÜNDNIS DEUTSCHLAND;;BSW;;BSW;;Einzelbewerber;;Einzelbewerber;
;;;;;;;;;;;;;;;;;;;absolut;%;absolut;%;absolut;%;absolut;%;absolut;%;absolut;%;absolut;%;absolut;%;absolut;%;absolut;%;absolut;%;absolut;%;absolut;%;absolut;%;absolut;%;absolut;%;absolut;%;absolut;%;absolut;%;absolut;%;absolut;%;absolut;%;absolut;%;absolut;%
V;;195;66;093;0005;Seeba;;;;1;1;107;84; 78,5;-;84;-;84;28; 33,3;29; 34,5;7; 8,3;4; 4,8;25; 29,8;17; 20,2;10; 11,9;12; 14,3;-;-;-;-;4; 4,8;8; 9,5;3; 3,6;3; 3,6;-;-;-;-;-;-;-;-;-;-;-;-;6; 7,1;11; 13,1;-;-;1; 1,2
V;;195;66;093;0006;Stedtlingen;;;;1;1;378;260; 68,8;3;257;2;258;111; 43,2;109; 42,2;25; 9,7;17; 6,6;60; 23,3;46; 17,8;21; 8,2;30; 11,6;11; 4,3;17; 6,6;6; 2,3;10; 3,9;3; 1,2;6; 2,3;-;-;1; 0,4;-;-;-;-;-;-;-;-;15; 5,8;22; 8,5;2; 0,8;3; 1,2
V;;195;66;093;0007;Wohlmuthausen;;;;1;1;176;130; 73,9;2;128;2;128;45; 35,2;46; 35,9;17; 13,3;15; 11,7;38; 29,7;26; 20,3;8; 6,3;15; 11,7;3; 2,3;2; 1,6;1; 0,8;-;-;6; 4,7;6; 4,7;-;-;-;-;-;-;-;-;-;-;2; 1,6;9; 7,0;16; 12,5;1; 0,8;-;-
V;;195;66;093;9000;Rhönblick;;;;1;1;-;382;-;-;382;-;382;92; 24,1;98; 25,7;56; 14,7;35; 9,2;103; 27,0;84; 22,0;31; 8,1;51; 13,4;7; 1,8;9; 2,4;15; 3,9;19; 5,0;21; 5,5;18; 4,7;-;-;-;-;-;-;-;-;-;-;1; 0,3;50; 13,1;67; 17,5;6; 1,6;1; 0,3
V;G;195;66;094;0000;Grabfeld;x;;;14;14;4523;3784; 83,7;26;3758;28;3756;1412; 37,6;1522; 40,5;338; 9,0;277; 7,4;955; 25,4;865; 23,0;331; 8,8;427; 11,4;69; 1,8;89; 2,4;49; 1,3;63; 1,7;238; 6,3;143; 3,8;-;-;16; 0,4;3; 0,1;2; 0,1;-;-;11; 0,3;220; 5,9;341; 9,1;102; 2,7;41; 1,1
V;;195;66;094;0001;Bauerbach;;;;1;1;203;161; 79,3;-;161;-;161;59; 36,6;64; 39,8;24; 14,9;22; 13,7;18; 11,2;20; 12,4;20; 12,4;23; 14,3;3; 1,9;3; 1,9;3; 1,9;2; 1,2;6; 3,7;3; 1,9;-;-;2; 1,2;2; 1,2;2; 1,2;-;-;1; 0,6;18; 11,2;19; 11,8;7; 4,3;1; 0,6
V;;195;66;094;0002;Behrungen;;;;1;1;439;283; 64,5;1;282;1;282;79; 28,0;87; 30,9;22; 7,8;16; 5,7;92; 32,6;73; 25,9;33; 11,7;45; 16,0;7; 2,5;7; 2,5;5; 1,8;8; 2,8;18; 6,4;13; 4,6;-;-;-;-;1; 0,4;-;-;-;-;1; 0,4;4; 1,4;32; 11,3;3; 1,1;18; 6,4
V;;195;66;094;0003;Berkach;;;;1;1;256;186; 72,7;2;184;1;185;68; 37,0;68; 36,8;20; 10,9;18; 9,7;49; 26,6;44; 23,8;21; 11,4;25; 13,5;4; 2,2;4; 2,2;1; 0,5;3; 1,6;6; 3,3;6; 3,2;-;-;-;-;-;-;-;-;-;-;1; 0,5;8; 4,3;16; 8,6;5; 2,7;2; 1,1
V;;195;66;094;0004;Bibra;;;;1;1;415;242; 58,3;3;239;3;239;89; 37,2;96; 40,2;19; 7,9;17; 7,1;50; 20,9;42; 17,6;20; 8,4;25; 10,5;8; 3,3;9; 3,8;5; 2,1;5; 2,1;18; 7,5;19; 7,9;-;-;-;-;-;-;-;-;-;-;-;-;21; 8,8;26; 10,9;9; 3,8;-;-
V;;195;66;094;0005;Exdorf;;;;1;1;293;219; 74,7;-;219;-;219;86; 39,3;102; 46,6;6; 2,7;8; 3,7;69; 31,5;55; 25,1;13; 5,9;14; 6,4;4; 1,8;3; 1,4;3; 1,4;4; 1,8;18; 8,2;11; 5,0;-;-;1; 0,5;-;-;-;-;-;-;-;-;14; 6,4;21; 9,6;4; 1,8;2; 0,9
V;;195;66;094;0006;Jüchsen;;;;1;1;1176;771; 65,6;4;767;5;766;357; 46,5;376; 49,1;58; 7,6;45; 5,9;189; 24,6;177; 23,1;47; 6,1;52; 6,8;13; 1,7;20; 2,6;4; 0,5;15; 2,0;46; 6,0;22; 2,9;-;-;2; 0,3;-;-;-;-;-;-;2; 0,3;33; 4,3;55; 7,2;19; 2,5;1; 0,1
V;;195;66;094;0007;Nordheim;;;;1;1;172;129; 75,0;-;129;1;128;33; 25,6;38; 29,7;15; 11,6;9; 7,0;33; 25,6;29; 22,7;24; 18,6;32; 25,0;-;-;-;-;2; 1,6;2; 1,6;8; 6,2;5; 3,9;-;-;1; 0,8;-;-;-;-;-;-;-;-;8; 6,2;12; 9,4;6; 4,7;-;-
V;;195;66;094;0008;Obendorf;;;;1;1;93;78; 83,9;2;76;2;76;30; 39,5;34; 44,7;9; 11,8;5; 6,6;20; 26,3;22; 28,9;4; 5,3;6; 7,9;2; 2,6;1; 1,3;1; 1,3;2; 2,6;6; 7,9;1; 1,3;-;-;-;-;-;-;-;-;-;-;-;-;2; 2,6;5; 6,6;2; 2,6;-;-
V;;195;66;094;0009;Queienfeld;;;;1;1;366;242; 66,1;1;241;1;241;107; 44,4;119; 49,4;13; 5,4;13; 5,4;51; 21,2;48; 19,9;29; 12,0;29; 12,0;4; 1,7;8; 3,3;1; 0,4;3; 1,2;10; 4,1;6; 2,5;-;-;1; 0,4;-;-;-;-;-;-;1; 0,4;14; 5,8;13; 5,4;12; 5,0;-;-
V;;195;66;094;0010;Rentwertshausen;;;;1;1;250;168; 67,2;2;166;2;166;83; 50,0;89; 53,6;12; 7,2;5; 3,0;25; 15,1;27; 16,3;13; 7,8;17; 10,2;2; 1,2;3; 1,8;3; 1,8;4; 2,4;4; 2,4;1; 0,6;-;-;2; 1,2;-;-;-;-;-;-;1; 0,6;3; 1,8;17; 10,2;11; 6,6;10; 6,0
V;;195;66;094;0011;Schwickershausen;;;;1;1;283;162; 57,2;3;159;3;159;69; 43,4;73; 45,9;14; 8,8;12; 7,5;32; 20,1;31; 19,5;20; 12,6;23; 14,5;2; 1,3;3; 1,9;1; 0,6;1; 0,6;8; 5,0;5; 3,1;-;-;-;-;-;-;-;-;-;-;-;-;8; 5,0;11; 6,9;5; 3,1;-;-
V;;195;66;094;0012;Wölfershausen;;;;1;1;253;184; 72,7;-;184;-;184;79; 42,9;88; 47,8;20; 10,9;16; 8,7;35; 19,0;32; 17,4;16; 8,7;19; 10,3;4; 2,2;4; 2,2;1; 0,5;-;-;5; 2,7;4; 2,2;-;-;1; 0,5;-;-;-;-;-;-;-;-;18; 9,8;20; 10,9;4; 2,2;2; 1,1
V;;195;66;094;0013;Wolfmannshausen;;;;1;1;324;248; 76,5;5;243;6;242;77; 31,7;87; 36,0;12; 4,9;10; 4,1;104; 42,8;95; 39,3;6; 2,5;16; 6,6;5; 2,1;6; 2,5;1; 0,4;1; 0,4;18; 7,4;8; 3,3;-;-;2; 0,8;-;-;-;-;-;-;-;-;12; 4,9;17; 7,0;7; 2,9;1; 0,4
V;;195;66;094;9000;Briefwahl;;;;1;1;-;711;-;3;708;3;708;196; 27,7;201; 28,4;94; 13,3;81; 11,4;188; 26,6;170; 24,0;65; 9,2;101; 14,3;11; 1,6;18; 2,5;18; 2,5;13; 1,8;67; 9,5;39; 5,5;-;-;4; 0,6;-;-;-;-;-;-;4; 0,6;57; 8,1;77; 10,9;8; 1,1;4; 0,6
V;G;195;66;095;0000;Kaltennordheim, Stadt;;;;12;12;4713;2910; 61,7;24;2886;23;2887;1182; 41,0;1260; 43,6;200; 6,9;207; 7,2;933; 32,3;592; 20,5;207; 7,2;304; 10,5;64; 2,2;77; 2,7;31; 1,1;71; 2,5;74; 2,6;72; 2,5;-;-;13; 0,5;4; 0,1;29; 1,0;-;-;7; 0,2;171; 5,9;255; 8,8;15; 0,5;5; 0,2
V;;195;66;095;0001;Andenhausen;;;;1;1;152;122; 80,3;2;120;1;121;67; 55,8;63; 52,1;9; 7,5;5; 4,1;20; 16,7;24; 19,8;3; 2,5;4; 3,3;11; 9,2;12; 9,9;5; 4,2;4; 3,3;1; 0,8;-;-;-;-;1; 0,8;-;-;-;-;-;-;-;-;4; 3,3;8; 6,6;-;-;-;-
V;;195;66;095;0002;Aschenhausen;;;;1;1;109;70; 64,2;-;70;-;70;32; 45,7;35; 50,0;3; 4,3;5; 7,1;21; 30,0;10; 14,3;6; 8,6;9; 12,9;-;-;-;-;-;-;-;-;1; 1,4;1; 1,4;-;-;-;-;1; 1,4;-;-;-;-;-;-;6; 8,6;10; 14,3;-;-;-;-
V;;195;66;095;0003;Fischbach (Rhön);;;;1;1;443;269; 60,7;-;269;1;268;128; 47,6;126; 47,0;23; 8,6;18; 6,7;58; 21,6;48; 17,9;18; 6,7;26; 9,7;11; 4,1;11; 4,1;1; 0,4;5; 1,9;11; 4,1;9; 3,4;-;-;1; 0,4;-;-;-;-;-;-;1; 0,4;18; 6,7;23; 8,6;-;-;1; 0,4
V;;195;66;095;0004;Kaltenlengsfeld;;;;1;1;312;212; 67,9;1;211;4;208;81; 38,4;85; 40,9;12; 5,7;15; 7,2;71; 33,6;44; 21,2;17; 8,1;23; 11,1;-;-;3; 1,4;2; 0,9;6; 2,9;7; 3,3;9; 4,3;-;-;1; 0,5;1; 0,5;15; 7,2;-;-;1; 0,5;17; 8,1;6; 2,9;1; 0,5;2; 0,9
V;;195;66;095;0005;Kaltennordheim;;;;1;1;1305;695; 53,3;2;693;2;693;296; 42,7;319; 46,0;36; 5,2;46; 6,6;231; 33,3;148; 21,4;54; 7,8;69; 10,0;13; 1,9;15; 2,2;6; 0,9;14; 2,0;15; 2,2;15; 2,2;-;-;5; 0,7;1; 0,1;1; 0,1;-;-;1; 0,1;36; 5,2;60; 8,7;4; 0,6;1; 0,1
V;;195;66;095;0006;Kaltensundheim;;;;1;1;661;393; 59,5;2;391;2;391;136; 34,8;141; 36,1;22; 5,6;23; 5,9;162; 41,4;115; 29,4;29; 7,4;36; 9,2;9; 2,3;10; 2,6;4; 1,0;14; 3,6;10; 2,6;10; 2,6;-;-;2; 0,5;-;-;13; 3,3;-;-;-;-;13; 3,3;27; 6,9;5; 1,3;1; 0,3
V;;195;66;095;0007;Kaltenwestheim;;;;1;1;552;351; 63,6;5;346;4;347;166; 48,0;180; 51,9;25; 7,2;29; 8,4;97; 28,0;42; 12,1;22; 6,4;36; 10,4;4; 1,2;9; 2,6;1; 0,3;4; 1,2;4; 1,2;4; 1,2;-;-;1; 0,3;-;-;-;-;-;-;-;-;27; 7,8;42; 12,1;-;-;-;-
V;;195;66;095;0008;Klings;;;;1;1;361;243; 67,3;1;242;1;242;102; 42,1;110; 45,5;25; 10,3;20; 8,3;58; 24,0;47; 19,4;19; 7,9;25; 10,3;7; 2,9;7; 2,9;2; 0,8;4; 1,7;9; 3,7;6; 2,5;-;-;-;-;-;-;-;-;-;-;2; 0,8;17; 7,0;21; 8,7;3; 1,2;-;-
V;;195;66;095;0009;Melpers;;;;1;1;85;68; 80,0;1;67;3;65;29; 43,3;29; 44,6;5; 7,5;3; 4,6;17; 25,4;12; 18,5;7; 10,4;8; 12,3;1; 1,5;-;-;1; 1,5;1; 1,5;6; 9,0;7; 10,8;-;-;-;-;-;-;-;-;-;-;-;-;1; 1,5;5; 7,7;-;-;-;-
V;;195;66;095;0010;Mittelsdorf;;;;1;1;197;125; 63,5;2;123;1;124;24; 19,5;31; 25,0;11; 8,9;17; 13,7;70; 56,9;35; 28,2;8; 6,5;17; 13,7;1; 0,8;2; 1,6;2; 1,6;5; 4,0;1; 0,8;2; 1,6;-;-;1; 0,8;1; 0,8;-;-;-;-;-;-;5; 4,1;14; 11,3;-;-;-;-
V;;195;66;095;0011;Oberkatz;;;;1;1;193;129; 66,8;4;125;3;126;44; 35,2;53; 42,1;9; 7,2;6; 4,8;46; 36,8;26; 20,6;6; 4,8;13; 10,3;1; 0,8;1; 0,8;3; 2,4;8; 6,3;4; 3,2;5; 4,0;-;-;-;-;-;-;-;-;-;-;-;-;10; 8,0;14; 11,1;2; 1,6;-;-
V;;195;66;095;0012;Unterweid;;;;1;1;343;233; 67,9;4;229;1;232;77; 33,6;88; 37,9;20; 8,7;20; 8,6;82; 35,8;41; 17,7;18; 7,9;38; 16,4;6; 2,6;7; 3,0;4; 1,7;6; 2,6;5; 2,2;4; 1,7;-;-;1; 0,4;-;-;-;-;-;-;2; 0,9;17; 7,4;25; 10,8;-;-;-;-
V;;195;69;000;9001;Auengrund/Brünn;;;;1;1;-;319;-;4;315;4;315;88; 27,9;98; 31,1;53; 16,8;40; 12,7;75; 23,8;77; 24,4;34; 10,8;39; 12,4;5; 1,6;3; 1,0;5; 1,6;7; 2,2;20; 6,3;12; 3,8;-;-;-;-;1; 0,3;1; 0,3;-;-;1; 0,3;30; 9,5;37; 11,7;4; 1,3;-;-
V;;195;69;000;9444;Briefwahlbezirk Heldburger Unterland;;;;1;1;-;806;-;1;805;-;806;260; 32,3;273; 33,9;74; 9,2;64; 7,9;192; 23,9;179; 22,2;76; 9,4;86; 10,7;18; 2,2;17; 2,1;24; 3,0;35; 4,3;74; 9,2;51; 6,3;-;-;5; 0,6;2; 0,2;1; 0,1;-;-;1; 0,1;81; 10,1;94; 11,7;2; 0,2;2; 0,2
V;;195;69;000;9866;Briefwahlbezirk VG Feldstein;;;;1;1;-;822;-;5;817;5;817;277; 33,9;287; 35,1;138; 16,9;92; 11,3;141; 17,3;134; 16,4;92; 11,3;126; 15,4;17; 2,1;23; 2,8;18; 2,2;15; 1,8;49; 6,0;31; 3,8;-;-;5; 0,6;3; 0,4;3; 0,4;-;-;1; 0,1;80; 9,8;100; 12,2;2; 0,2;-;-
V;G;195;69;001;0000;Ahlstädt;;;;1;1;99;76; 76,8;1;75;2;74;42; 56,0;44; 59,5;5; 6,7;3; 4,1;11; 14,7;14; 18,9;7; 9,3;6; 8,1;1; 1,3;1; 1,4;-;-;-;-;3; 4,0;1; 1,4;-;-;-;-;-;-;-;-;-;-;-;-;6; 8,0;5; 6,8;-;-;-;-
V;;195;69;001;0001;Ahlstädt;;;;1;1;99;76; 76,8;1;75;2;74;42; 56,0;44; 59,5;5; 6,7;3; 4,1;11; 14,7;14; 18,9;7; 9,3;6; 8,1;1; 1,3;1; 1,4;-;-;-;-;3; 4,0;1; 1,4;-;-;-;-;-;-;-;-;-;-;-;-;6; 8,0;5; 6,8;-;-;-;-
V;G;195;69;003;0000;Beinerstadt;;;;1;1;234;179; 76,5;-;179;1;178;97; 54,2;96; 53,9;17; 9,5;10; 5,6;15; 8,4;15; 8,4;14; 7,8;19; 10,7;2; 1,1;2; 1,1;-;-;-;-;23; 12,8;23; 12,9;-;-;-;-;-;-;-;-;-;-;1; 0,6;11; 6,1;12; 6,7;-;-;-;-
V;;195;69;003;0001;Beinerstadt;;;;1;1;234;179; 76,5;-;179;1;178;97; 54,2;96; 53,9;17; 9,5;10; 5,6;15; 8,4;15; 8,4;14; 7,8;19; 10,7;2; 1,1;2; 1,1;-;-;-;-;23; 12,8;23; 12,9;-;-;-;-;-;-;-;-;-;-;1; 0,6;11; 6,1;12; 6,7;-;-;-;-
V;G;195;69;004;0000;Bischofrod;;;;1;1;136;100; 73,5;2;98;3;97;54; 55,1;54; 55,7;5; 5,1;4; 4,1;15; 15,3;15; 15,5;7; 7,1;7; 7,2;-;-;1; 1,0;-;-;1; 1,0;3; 3,1;2; 2,1;-;-;-;-;1; 1,0;-;-;-;-;-;-;13; 13,3;13; 13,4;-;-;-;-
V;;195;69;004;0001;Bischofrod;;;;1;1;136;100; 73,5;2;98;3;97;54; 55,1;54; 55,7;5; 5,1;4; 4,1;15; 15,3;15; 15,5;7; 7,1;7; 7,2;-;-;1; 1,0;-;-;1; 1,0;3; 3,1;2; 2,1;-;-;-;-;1; 1,0;-;-;-;-;-;-;13; 13,3;13; 13,4;-;-;-;-
V;G;195;69;006;0000;Brünn/Thür.;;;;1;1;331;244; 73,7;2;242;1;243;107; 44,2;109; 44,9;20; 8,3;8; 3,3;46; 19,0;49; 20,2;21; 8,7;28; 11,5;1; 0,4;6; 2,5;1; 0,4;3; 1,2;26; 10,7;13; 5,3;-;-;-;-;1; 0,4;2; 0,8;-;-;2; 0,8;16; 6,6;23; 9,5;3; 1,2;-;-
V;;195;69;006;0001;Brünn;;;;1;1;331;244; 73,7;2;242;1;243;107; 44,2;109; 44,9;20; 8,3;8; 3,3;46; 19,0;49; 20,2;21; 8,7;28; 11,5;1; 0,4;6; 2,5;1; 0,4;3; 1,2;26; 10,7;13; 5,3;-;-;-;-;1; 0,4;2; 0,8;-;-;2; 0,8;16; 6,6;23; 9,5;3; 1,2;-;-
V;G;195;69;008;0000;Dingsleben;;;;1;1;200;140; 70,0;-;140;-;140;70; 50,0;70; 50,0;14; 10,0;9; 6,4;22; 15,7;20; 14,3;6; 4,3;11; 7,9;2; 1,4;1; 0,7;4; 2,9;5; 3,6;11; 7,9;7; 5,0;-;-;1; 0,7;-;-;-;-;-;-;1; 0,7;11; 7,9;15; 10,7;-;-;-;-
V;;195;69;008;0001;Dingsleben;;;;1;1;200;140; 70,0;-;140;-;140;70; 50,0;70; 50,0;14; 10,0;9; 6,4;22; 15,7;20; 14,3;6; 4,3;11; 7,9;2; 1,4;1; 0,7;4; 2,9;5; 3,6;11; 7,9;7; 5,0;-;-;1; 0,7;-;-;-;-;-;-;1; 0,7;11; 7,9;15; 10,7;-;-;-;-
V;G;195;69;009;0000;Ehrenberg;;;;1;1;156;109; 69,9;1;108;1;108;51; 47,2;53; 49,1;8; 7,4;1; 0,9;12; 11,1;11; 10,2;11; 10,2;11; 10,2;2; 1,9;1; 0,9;-;-;1; 0,9;12; 11,1;8; 7,4;-;-;1; 0,9;1; 0,9;1; 0,9;-;-;-;-;9; 8,3;20; 18,5;1; 0,9;1; 0,9
V;;195;69;009;0001;Ehrenberg;;;;1;1;156;109; 69,9;1;108;1;108;51; 47,2;53; 49,1;8; 7,4;1; 0,9;12; 11,1;11; 10,2;11; 10,2;11; 10,2;2; 1,9;1; 0,9;-;-;1; 0,9;12; 11,1;8; 7,4;-;-;1; 0,9;1; 0,9;1; 0,9;-;-;-;-;9; 8,3;20; 18,5;1; 0,9;1; 0,9
V;G;195;69;011;0000;Eichenberg (HBN);;;;1;1;136;110; 80,9;-;110;3;107;55; 50,0;51; 47,7;13; 11,8;13; 12,1;15; 13,6;13; 12,1;9; 8,2;7; 6,5;2; 1,8;2; 1,9;-;-;1; 0,9;7; 6,4;7; 6,5;-;-;-;-;-;-;-;-;-;-;-;-;8; 7,3;13; 12,1;1; 0,9;-;-
V;;195;69;011;0001;Eichenberg;;;;1;1;136;110; 80,9;-;110;3;107;55; 50,0;51; 47,7;13; 11,8;13; 12,1;15; 13,6;13; 12,1;9; 8,2;7; 6,5;2; 1,8;2; 1,9;-;-;1; 0,9;7; 6,4;7; 6,5;-;-;-;-;-;-;-;-;-;-;-;-;8; 7,3;13; 12,1;1; 0,9;-;-
V;G;195;69;012;0000;Eisfeld, Stadt;x;;;13;13;5999;4858; 81,0;19;4839;24;4834;2302; 47,6;2312; 47,8;392; 8,1;318; 6,6;719; 14,9;726; 15,0;418; 8,6;487; 10,1;98; 2,0;116; 2,4;59; 1,2;93; 1,9;495; 10,2;350; 7,2;-;-;21; 0,4;11; 0,2;5; 0,1;-;-;9; 0,2;328; 6,8;397; 8,2;11; 0,2;6; 0,1
V;;195;69;012;0001;Eisfeld, Rathaus;;;;1;1;842;485; 57,6;4;481;6;479;214; 44,5;222; 46,3;46; 9,6;40; 8,4;67; 13,9;58; 12,1;52; 10,8;56; 11,7;9; 1,9;14; 2,9;7; 1,5;11; 2,3;42; 8,7;29; 6,1;-;-;2; 0,4;2; 0,4;2; 0,4;-;-;1; 0,2;38; 7,9;44; 9,2;2; 0,4;2; 0,4
V;;195;69;012;0002;Eisfeld, Regelschule-Aula;;;;1;1;922;517; 56,1;3;514;4;513;268; 52,1;265; 51,7;27; 5,3;27; 5,3;62; 12,1;54; 10,5;41; 8,0;47; 9,2;15; 2,9;20; 3,9;4; 0,8;6; 1,2;57; 11,1;49; 9,6;-;-;5; 1,0;2; 0,4;3; 0,6;-;-;2; 0,4;32; 6,2;35; 6,8;6; 1,2;-;-
V;;195;69;012;0003;Eisfeld, Sozialstation;;;;1;1;780;476; 61,0;5;471;4;472;222; 47,1;224; 47,5;47; 10,0;30; 6,4;71; 15,1;83; 17,6;43; 9,1;53; 11,2;10; 2,1;12; 2,5;1; 0,2;5; 1,1;56; 11,9;35; 7,4;-;-;1; 0,2;1; 0,2;-;-;-;-;2; 0,4;19; 4,0;27; 5,7;-;-;1; 0,2
V;;195;69;012;0004;Eisfeld, Kindergarten Steudach;;;;1;1;705;440; 62,4;2;438;2;438;232; 53,0;230; 52,5;39; 8,9;32; 7,3;46; 10,5;48; 11,0;38; 8,7;41; 9,4;6; 1,4;7; 1,6;4; 0,9;6; 1,4;36; 8,2;26; 5,9;-;-;-;-;-;-;-;-;-;-;-;-;35; 8,0;48; 11,0;2; 0,5;-;-
V;;195;69;012;0005;Eisfeld, OT Harras;;;;1;1;469;346; 73,8;1;345;1;345;199; 57,7;193; 55,9;19; 5,5;19; 5,5;36; 10,4;36; 10,4;32; 9,3;34; 9,9;8; 2,3;9; 2,6;1; 0,3;3; 0,9;33; 9,6;23; 6,7;-;-;2; 0,6;-;-;-;-;-;-;1; 0,3;17; 4,9;25; 7,2;-;-;-;-
V;;195;69;012;0006;Eisfeld, OT Hirschendorf;;;;1;1;149;113; 75,8;-;113;-;113;52; 46,0;50; 44,2;6; 5,3;7; 6,2;27; 23,9;28; 24,8;3; 2,7;4; 3,5;6; 5,3;1; 0,9;3; 2,7;6; 5,3;9; 8,0;6; 5,3;-;-;-;-;-;-;-;-;-;-;1; 0,9;7; 6,2;10; 8,8;-;-;-;-
V;;195;69;012;0007;Eisfeld, OT Waffenrod-Hinterrod;;;;1;1;358;221; 61,7;-;221;-;221;105; 47,5;109; 49,3;11; 5,0;10; 4,5;40; 18,1;41; 18,6;13; 5,9;18; 8,1;3; 1,4;5; 2,3;1; 0,5;2; 0,9;32; 14,5;23; 10,4;-;-;-;-;-;-;-;-;-;-;-;-;15; 6,8;13; 5,9;-;-;1; 0,5
V;;195;69;012;0008;Eisfeld, OT Bockstadt-Herbartswind;;;;1;1;221;142; 64,3;-;142;-;142;76; 53,5;75; 52,8;9; 6,3;7; 4,9;23; 16,2;26; 18,3;6; 4,2;6; 4,2;5; 3,5;4; 2,8;1; 0,7;-;-;15; 10,6;10; 7,0;-;-;2; 1,4;-;-;-;-;-;-;1; 0,7;7; 4,9;11; 7,7;-;-;-;-
V;;195;69;012;0009;Sachsenbrunn-Grundschule;;;;1;1;537;327; 60,9;-;327;1;326;174; 53,2;173; 53,1;32; 9,8;24; 7,4;54; 16,5;53; 16,3;21; 6,4;24; 7,4;4; 1,2;7; 2,1;1; 0,3;3; 0,9;21; 6,4;16; 4,9;-;-;1; 0,3;1; 0,3;-;-;-;-;1; 0,3;18; 5,5;24; 7,4;-;-;1; 0,3
V;;195;69;012;0010;Sachsenbrunn-Kindergarten;;;;1;1;731;469; 64,2;1;468;3;466;248; 53,0;247; 53,0;33; 7,1;30; 6,4;76; 16,2;90; 19,3;22; 4,7;23; 4,9;6; 1,3;6; 1,3;7; 1,5;6; 1,3;48; 10,3;22; 4,7;-;-;1; 0,2;2; 0,4;-;-;-;-;-;-;26; 5,6;41; 8,8;-;-;-;-
V;;195;69;012;0011;Sachsenbrunn-Schirnrod;;;;1;1;285;169; 59,3;1;168;-;169;102; 60,7;102; 60,4;16; 9,5;9; 5,3;13; 7,7;12; 7,1;17; 10,1;18; 10,7;2; 1,2;4; 2,4;-;-;5; 3,0;11; 6,5;8; 4,7;-;-;2; 1,2;-;-;-;-;-;-;-;-;7; 4,2;9; 5,3;-;-;-;-
V;;195;69;012;9001;Briefwahl 1 - Stadt (Schlosssaal);;;;1;1;-;630;-;2;628;3;627;207; 33,0;207; 33,0;63; 10,0;51; 8,1;116; 18,5;111; 17,7;74; 11,8;98; 15,6;12; 1,9;12; 1,9;20; 3,2;29; 4,6;75; 11,9;56; 8,9;-;-;4; 0,6;3; 0,5;-;-;-;-;-;-;56; 8,9;59; 9,4;1; 0,2;1; 0,2
V;;195;69;012;9002;Briefwahl 2 - OT (Ratszimmer);;;;1;1;-;523;-;-;523;-;523;203; 38,8;215; 41,1;44; 8,4;32; 6,1;88; 16,8;86; 16,4;56; 10,7;65; 12,4;12; 2,3;15; 2,9;9; 1,7;11; 2,1;60; 11,5;47; 9,0;-;-;1; 0,2;-;-;-;-;-;-;-;-;51; 9,8;51; 9,8;-;-;-;-
V;G;195;69;016;0000;Grimmelshausen;;;;1;1;132;91; 68,9;4;87;4;87;58; 66,7;58; 66,7;3; 3,4;1; 1,1;11; 12,6;11; 12,6;6; 6,9;9; 10,3;1; 1,1;-;-;-;-;1; 1,1;2; 2,3;2; 2,3;-;-;-;-;-;-;-;-;-;-;-;-;5; 5,7;5; 5,7;1; 1,1;-;-
V;;195;69;016;0001;Grimmelshausen;;;;1;1;132;91; 68,9;4;87;4;87;58; 66,7;58; 66,7;3; 3,4;1; 1,1;11; 12,6;11; 12,6;6; 6,9;9; 10,3;1; 1,1;-;-;-;-;1; 1,1;2; 2,3;2; 2,3;-;-;-;-;-;-;-;-;-;-;-;-;5; 5,7;5; 5,7;1; 1,1;-;-
V;G;195;69;017;0000;Grub;;;;1;1;120;92; 76,7;-;92;-;92;52; 56,5;52; 56,5;10; 10,9;8; 8,7;10; 10,9;8; 8,7;6; 6,5;10; 10,9;3; 3,3;4; 4,3;-;-;1; 1,1;4; 4,3;4; 4,3;-;-;-;-;-;-;-;-;-;-;-;-;5; 5,4;5; 5,4;2; 2,2;-;-
