Wahlkreis Nr.;Wahlkreisname;Kreisschlüssel;Kreisfreie Stadt/Landkreis;Gemeindeschlüssel;Gemeindename;Verbandgemeindeschlüssel;Verbandsgemeindename;Wahlbezirk;Wahlbezirksname;Wahllokal;A - Wahlberechtigte;B - Wähler/-innen;E - Ungültige Zweitstimmen;F - Gültige Zweitstimmen;F01 - SPD;F02 - CDU;F03 - AfD;F04 - Die Linke;F05 - FDP;F06 - GRÜNE;F07 - FREIE WÄHLER;F08 - Die PARTEI;F09 - Volt;F10 - MLPD;F11 - BÜNDNIS DEUTSCHLAND;F12 - BSW;C - Ungültige Erststimmen;D - Gültige Erststimmen;D01 - SPD;D02 - CDU;D03 - AfD;D04 - Die Linke;D05 - FDP;D06 - GRÜNE;D07 - FREIE WÄHLER;D08 - Die PARTEI;D10 - MLPD;D11 - BÜNDNIS DEUTSCHLAND;D13 - Andere KWV;D14 - Andere KWV
72;Burgenland – Saalekreis;15084;Burgenlandkreis;15084590;Stadt Zeitz;;;23;23 Zeitz-Pirkau;U;52;41;0;41;2;20;13;1;0;0;2;0;0;0;0;3;0;41;2;18;15;2;0;0;4; ; ; ;0; 
72;Burgenland – Saalekreis;15084;Burgenlandkreis;15084590;Stadt Zeitz;;;24;24 Zeitz-Nonnewitz;U;592;405;1;404;20;40;237;29;17;5;10;3;1;0;1;41;4;401;20;59;255;35;6;4;22; ; ; ;0; 
72;Burgenland – Saalekreis;15084;Burgenlandkreis;15084590;Stadt Zeitz;;;25;25 Zeitz-Luckenau;U;359;218;2;216;31;15;119;11;3;6;1;2;1;0;0;27;2;216;30;26;127;18;4;4;6; ; ; ;1; 
72;Burgenland – Saalekreis;15084;Burgenlandkreis;15084590;Stadt Zeitz;;;26;26 Zeitz-Theißen;U;1425;839;9;830;71;111;440;61;29;11;15;7;3;2;2;78;8;831;81;128;475;79;19;8;38; ; ; ;3; 
72;Burgenland – Saalekreis;15084;Burgenlandkreis;15084590;Stadt Zeitz;;;27;27 Zeitz, Briefwahl 1;B;0;1480;7;1473;195;369;397;163;36;49;43;20;14;0;6;181;20;1460;216;443;421;166;30;46;119; ; ; ;19; 
72;Burgenland – Saalekreis;15084;Burgenlandkreis;15084590;Stadt Zeitz;;;28;28 Zeitz, Briefwahl 2;B;0;1513;23;1490;196;389;366;151;46;58;43;11;2;2;1;225;18;1495;258;456;392;194;31;45;112; ; ; ;7; 
72;Burgenland – Saalekreis;15084;Burgenlandkreis;15084590;Stadt Zeitz;;;29;29 Zeitz, Briefwahl 3;B;0;905;8;897;107;201;259;72;36;30;25;8;7;0;1;151;15;890;135;253;277;93;27;25;64; ; ; ;16; 
68;Harz;15085;Harz;15085040;Stadt Ballenstedt;;;1;Gymnasium;U;1537;861;5;856;91;161;312;95;36;31;13;6;4;0;4;103;6;855;110;204;338;110;31;21;20;11; ;10; ; 
68;Harz;15085;Harz;15085040;Stadt Ballenstedt;;;2;Brinckmeier-Grundschule;U;1336;752;5;747;65;135;284;89;25;42;14;14;1;0;5;73;6;746;87;169;298;80;26;34;24;15; ;13; ; 
68;Harz;15085;Harz;15085040;Stadt Ballenstedt;;;3;Gemeindehaus Nicolaikirche;U;1442;771;15;756;84;109;334;90;22;15;10;15;1;1;3;72;16;755;96;129;352;96;23;21;19;8; ;11; ; 
68;Harz;15085;Harz;15085040;Stadt Ballenstedt;;;4;OT Opperode;U;370;241;2;239;31;41;120;15;3;0;3;1;1;0;0;24;1;240;30;46;131;18;4;1;3;6; ;1; ; 
68;Harz;15085;Harz;15085040;Stadt Ballenstedt;;;5;OT Badeborn;U;841;511;6;505;40;75;233;56;13;2;8;9;0;0;1;68;7;504;45;97;253;64;12;5;12;9; ;7; ; 
68;Harz;15085;Harz;15085040;Stadt Ballenstedt;;;6;OT Radisleben;U;349;244;1;243;14;32;146;19;2;6;2;2;0;0;1;19;1;243;16;39;148;26;0;4;8;1; ;1; ; 
68;Harz;15085;Harz;15085040;Stadt Ballenstedt;;;7;OT Rieder;U;1384;825;12;813;58;115;425;72;20;13;13;3;1;0;6;87;22;803;67;132;467;67;21;11;20;9; ;9; ; 
68;Harz;15085;Harz;15085040;Stadt Ballenstedt;;;973;Briefwahl Ballenstedt;B;0;730;1;729;122;196;167;69;11;36;9;5;3;0;5;106;10;720;141;223;179;93;9;31;18;7; ;19; ; 
68;Harz;15085;Harz;15085040;Stadt Ballenstedt;;;976;Briefwahl Ballenstedt;B;0;778;4;774;118;194;158;95;16;37;12;15;7;1;7;114;11;767;138;227;164;106;16;34;31;28; ;23; ; 
68;Harz;15085;Harz;15085055;Stadt Blankenburg (Harz);;;1;Kita Am Regenstein;U;1008;567;8;559;90;106;205;61;16;10;3;10;0;1;4;53;18;549;101;121;216;71;9;6;8;9; ;8; ; 
68;Harz;15085;Harz;15085055;Stadt Blankenburg (Harz);;;2;GS Am Regenstein;U;693;387;5;382;43;56;158;49;6;8;7;4;0;0;2;49;7;380;48;61;177;57;7;7;12;2; ;9; ; 
68;Harz;15085;Harz;15085055;Stadt Blankenburg (Harz);;;3;Vereinshaus Zur alten Schule;U;913;487;4;483;36;86;206;30;14;16;9;5;1;0;4;76;5;482;56;100;227;44;8;9;17;8; ;13; ; 
68;Harz;15085;Harz;15085055;Stadt Blankenburg (Harz);;;4;Kita Westend;U;1265;708;2;706;73;144;282;64;19;18;4;5;5;1;9;82;5;703;82;167;290;84;20;19;14;16; ;11; ; 
68;Harz;15085;Harz;15085055;Stadt Blankenburg (Harz);;;5;Kita Am Bergeshang;U;1257;792;7;785;85;137;337;77;24;18;10;12;1;0;3;81;12;780;108;171;348;84;14;16;22;14; ;3; ; 
68;Harz;15085;Harz;15085055;Stadt Blankenburg (Harz);;;6;Sekundarschule August Bebel;U;1327;738;8;730;77;165;260;83;18;24;8;11;1;0;4;79;15;723;87;205;273;97;15;11;16;9; ;10; ; 
68;Harz;15085;Harz;15085055;Stadt Blankenburg (Harz);;;7;Kita Am Thie;U;1342;731;5;726;76;140;282;86;19;26;7;9;3;0;0;78;6;725;91;177;283;94;20;17;21;18; ;4; ; 
68;Harz;15085;Harz;15085055;Stadt Blankenburg (Harz);;;8;Rathaus;U;1266;692;3;689;48;138;281;76;17;28;5;6;2;1;5;82;7;685;65;169;289;82;11;24;13;13; ;19; ; 
68;Harz;15085;Harz;15085055;Stadt Blankenburg (Harz);;;9;OT Börnecke;U;425;288;2;286;22;78;103;24;13;4;2;4;0;0;1;35;3;285;30;101;103;24;8;3;7;5; ;4; ; 
68;Harz;15085;Harz;15085055;Stadt Blankenburg (Harz);;;10;Stadtwerke Blankenburg;U;1235;787;7;780;64;123;366;62;13;24;14;19;2;1;7;85;11;776;71;161;374;77;20;23;18;14; ;18; ; 
68;Harz;15085;Harz;15085055;Stadt Blankenburg (Harz);;;11;OT Cattenstedt;U;488;346;5;341;20;43;180;24;16;7;3;2;0;0;0;46;4;342;24;57;190;39;11;5;7;4; ;5; ; 
68;Harz;15085;Harz;15085055;Stadt Blankenburg (Harz);;;12;OT Heimburg;U;672;425;4;421;33;61;201;30;8;4;6;5;3;0;1;69;8;417;45;76;223;35;7;6;9;5; ;11; ; 
68;Harz;15085;Harz;15085055;Stadt Blankenburg (Harz);;;13;OT Hüttenrode;U;765;505;0;505;35;93;214;46;15;7;14;5;2;0;5;69;2;503;44;118;235;49;15;6;20;10; ;6; ; 
68;Harz;15085;Harz;15085055;Stadt Blankenburg (Harz);;;14;OT Timmenrode;U;777;542;4;538;50;105;239;51;18;11;7;5;0;0;2;50;6;536;64;118;250;56;17;9;12;3; ;7; ; 
68;Harz;15085;Harz;15085055;Stadt Blankenburg (Harz);;;15;OT Wienrode;U;633;455;6;449;37;94;205;22;11;7;5;10;2;1;2;53;8;447;47;122;212;19;6;5;14;11; ;11; ; 
68;Harz;15085;Harz;15085055;Stadt Blankenburg (Harz);;;16;OT Derenburg Trauzimmer;U;1114;536;2;534;60;97;249;40;17;8;0;3;1;0;2;57;4;532;69;112;262;46;13;7;6;7; ;10; ; 
68;Harz;15085;Harz;15085055;Stadt Blankenburg (Harz);;;17;OT Derenburg Sitzungsraum;U;873;495;4;491;56;72;222;42;4;11;3;6;4;0;3;68;3;492;69;86;241;50;8;9;15;7; ;7; ; 
68;Harz;15085;Harz;15085055;Stadt Blankenburg (Harz);;;957;Briefwahl Blankenburg;B;0;996;3;993;130;240;218;122;46;63;17;7;4;0;9;137;10;986;144;334;228;129;27;45;29;21; ;29; ; 
68;Harz;15085;Harz;15085055;Stadt Blankenburg (Harz);;;980;Briefwahl Blankenburg;B;0;962;3;959;147;261;231;84;24;38;13;9;5;0;2;145;16;946;169;290;252;116;22;38;26;18; ;15; ; 
68;Harz;15085;Harz;15085055;Stadt Blankenburg (Harz);;;981;Briefwahl Blankenburg;B;0;987;2;985;139;265;196;112;18;62;15;8;1;0;7;162;12;975;179;289;213;152;18;49;35;16; ;24; ; 
68;Harz;15085;Harz;15085090;Gemeinde Ditfurt;15085 51;Vorharz;6001;Ditfurt;U;1225;875;8;867;57;162;402;87;23;22;14;4;4;1;3;88;10;865;61;224;416;88;22;18;15;9; ;12; ; 
68;Harz;15085;Harz;15085090;Gemeinde Ditfurt;15085 51;Vorharz;971;Briefwahl Ditfurt;B;0;135;2;133;17;28;36;15;6;10;0;6;0;0;0;15;3;132;14;30;40;23;4;8;3;6; ;4; ; 
68;Harz;15085;Harz;15085110;Stadt Falkenstein/Harz;;;1;OT Endorf, Vereinsheim;U;190;103;1;102;3;19;53;8;2;2;1;1;0;1;0;12;2;101;7;18;53;11;4;3;3;0; ;2; ; 
68;Harz;15085;Harz;15085110;Stadt Falkenstein/Harz;;;2;OT Ermsleben / Feuerwehrgerätehaus;U;1010;611;14;597;66;109;253;59;17;13;14;4;2;0;2;58;13;598;75;133;268;66;13;8;22;5; ;8; ; 
68;Harz;15085;Harz;15085110;Stadt Falkenstein/Harz;;;3;OT Ermsleben / Tonfunk GmbH;U;738;473;10;463;34;84;198;52;6;12;12;3;4;0;0;58;9;464;44;112;203;66;7;4;18;6; ;4; ; 
68;Harz;15085;Harz;15085110;Stadt Falkenstein/Harz;;;4;OT Meisdorf, Kindertagesstätte;U;946;586;2;584;49;116;235;55;20;24;9;2;0;0;4;70;4;582;57;140;252;72;16;17;20;4; ;4; ; 
68;Harz;15085;Harz;15085110;Stadt Falkenstein/Harz;;;5;OT Neuplatendorf, Saal DGH;U;133;81;0;81;2;8;38;10;5;1;1;1;0;0;0;15;1;80;5;13;40;10;4;2;6;0; ;0; ; 
68;Harz;15085;Harz;15085110;Stadt Falkenstein/Harz;;;6;OT Pansfelde, Bürgerbüro;U;367;233;1;232;18;35;102;12;8;5;5;2;0;1;1;43;0;233;18;44;113;20;11;4;14;4; ;5; ; 
68;Harz;15085;Harz;15085110;Stadt Falkenstein/Harz;;;7;OT Reinstedt, Haus der Vereine;U;797;489;10;479;40;76;244;53;4;5;7;2;1;0;2;45;8;481;43;78;263;56;6;9;12;3; ;11; ; 
68;Harz;15085;Harz;15085110;Stadt Falkenstein/Harz;;;8;OT Wieserode, Bürgerbüro;U;89;60;1;59;3;10;24;3;2;0;7;0;0;0;0;10;1;59;4;12;27;5;3;0;7;0; ;1; ; 
68;Harz;15085;Harz;15085110;Stadt Falkenstein/Harz;;;972;Briefwahl Falkenstein;B;0;765;2;763;108;182;232;55;19;35;29;11;3;1;10;78;9;756;121;208;241;67;18;31;38;16; ;16; ; 
68;Harz;15085;Harz;15085125;Gemeinde Groß Quenstedt;15085 51;Vorharz;4001;Groß Quenstedt;U;747;467;3;464;44;80;204;40;12;12;11;2;0;0;2;57;2;465;51;101;214;45;14;10;22;2; ;6; ; 
68;Harz;15085;Harz;15085125;Gemeinde Groß Quenstedt;15085 51;Vorharz;970;Briefwahl Groß Quenstedt;B;0;120;2;118;10;34;28;10;4;5;3;1;1;0;1;21;2;118;15;40;29;11;5;3;7;1; ;7; ; 
68;Harz;15085;Harz;15085135;Stadt Halberstadt;;;1;Grundschule Diesterweg;U;1959;1020;3;1017;77;174;452;105;25;29;16;10;2;0;7;120;6;1014;86;218;481;125;25;21;33;6; ;19; ; 
68;Harz;15085;Harz;15085135;Stadt Halberstadt;;;2;Grundschule J. W. von Goethe;U;2227;1180;5;1175;86;196;555;98;33;44;5;9;4;0;7;138;14;1166;101;256;584;128;18;29;20;12; ;18; ; 
68;Harz;15085;Harz;15085135;Stadt Halberstadt;;;3;Sekundarschule am Gröpertor;U;1732;817;5;812;64;129;382;92;19;24;9;2;4;0;6;81;11;806;80;142;401;110;16;20;13;11; ;13; ; 
68;Harz;15085;Harz;15085135;Stadt Halberstadt;;;4;Gymnasium Martineum;U;1919;839;4;835;61;104;413;101;12;34;5;10;7;2;7;79;8;831;72;145;416;111;9;31;15;15; ;17; ; 
68;Harz;15085;Harz;15085135;Stadt Halberstadt;;;5;Sporthalle Völkerfreundschaft;U;1312;601;6;595;60;119;214;84;16;15;9;6;4;1;4;63;8;593;75;139;232;96;12;7;13;10; ;9; ; 
68;Harz;15085;Harz;15085135;Stadt Halberstadt;;;6;Sporthalle Völkerfreundschaft;U;1714;695;5;690;93;131;239;87;10;23;13;2;3;0;4;85;11;684;101;159;251;102;11;19;16;7; ;18; ; 
68;Harz;15085;Harz;15085135;Stadt Halberstadt;;;7;Grundschule Miriam Lundner;U;1839;944;12;932;86;137;420;101;15;37;5;6;3;0;6;116;13;931;94;173;446;131;15;32;11;9; ;20; ; 
68;Harz;15085;Harz;15085135;Stadt Halberstadt;;;8;Kreismusikschule;U;1637;815;6;809;66;122;369;84;21;25;9;5;1;1;4;102;11;804;81;155;381;104;15;20;25;9; ;14; ; 
68;Harz;15085;Harz;15085135;Stadt Halberstadt;;;9;Kita Waldblick;U;1593;866;14;852;93;148;334;102;15;45;9;5;4;1;2;94;20;846;105;172;355;121;12;34;26;8; ;13; ; 
68;Harz;15085;Harz;15085135;Stadt Halberstadt;;;10;Käthe-Kollwitz-Gymnasium;U;1769;866;11;855;80;114;396;93;23;24;6;11;5;0;5;98;17;849;92;143;411;117;18;20;13;15; ;20; ; 
68;Harz;15085;Harz;15085135;Stadt Halberstadt;;;11;Käthe-Kollwitz-Gymnasium;U;1626;807;5;802;65;119;383;87;15;18;9;9;0;0;2;95;9;798;73;157;393;105;15;11;19;10; ;15; ; 
68;Harz;15085;Harz;15085135;Stadt Halberstadt;;;12;Grundschule Anne Frank;U;1453;818;4;814;97;148;276;92;28;50;7;5;5;1;2;103;7;811;102;202;286;125;19;27;16;14; ;20; ; 
68;Harz;15085;Harz;15085135;Stadt Halberstadt;;;13;Grundschule Freiherr v. Spiegel;U;1601;914;3;911;107;172;362;107;23;12;14;9;3;0;4;98;9;905;100;217;376;132;12;15;23;11; ;19; ; 
68;Harz;15085;Harz;15085135;Stadt Halberstadt;;;14;Grundschule Freiherr v. Spiegel;U;1867;983;9;974;118;170;387;119;18;27;15;4;3;0;5;108;10;973;121;218;403;133;15;29;30;8; ;16; ; 
68;Harz;15085;Harz;15085135;Stadt Halberstadt;;;15;Albert-Schweitzer-Schule;U;1530;709;7;702;76;96;323;79;12;19;7;7;5;1;4;73;10;699;81;125;335;93;7;21;15;10; ;12; ; 
68;Harz;15085;Harz;15085135;Stadt Halberstadt;;;16;Evangelische Grundschule Wehrstedt;U;632;364;3;361;22;55;199;25;6;9;3;2;1;0;1;38;3;361;24;77;205;28;6;5;7;3; ;6; ; 
68;Harz;15085;Harz;15085135;Stadt Halberstadt;;;17;OT Aspenstedt;U;404;293;2;291;22;76;106;22;9;7;8;2;1;0;3;35;1;292;16;112;104;32;6;1;12;1; ;8; ; 
68;Harz;15085;Harz;15085135;Stadt Halberstadt;;;18;OT Athenstedt;U;280;204;4;200;18;39;91;25;2;9;1;2;0;0;0;13;3;201;18;52;89;26;2;5;5;2; ;2; ; 
68;Harz;15085;Harz;15085135;Stadt Halberstadt;;;19;OT Emersleben;U;518;355;1;354;32;48;174;35;8;8;4;3;2;0;4;36;2;353;31;69;181;31;3;11;15;6; ;6; ; 
68;Harz;15085;Harz;15085135;Stadt Halberstadt;;;20;OT Klein Quenstedt;U;496;346;1;345;28;39;191;28;16;7;7;4;2;0;1;22;1;345;25;53;193;29;17;6;14;4; ;4; ; 
68;Harz;15085;Harz;15085135;Stadt Halberstadt;;;21;OT Langenstein;U;1518;889;6;883;96;154;400;71;31;23;9;9;4;1;3;82;9;880;115;188;419;77;20;15;21;9; ;16; ; 
68;Harz;15085;Harz;15085135;Stadt Halberstadt;;;22;OT Sargstedt;U;541;361;1;360;20;96;146;26;6;10;5;2;1;0;1;47;1;360;32;123;150;31;5;6;6;2; ;5; ; 
68;Harz;15085;Harz;15085135;Stadt Halberstadt;;;23;OT Schachdorf Ströbeck;U;850;567;8;559;57;101;240;60;20;9;7;6;0;0;2;57;15;552;61;127;258;61;12;9;14;4; ;6; ; 
68;Harz;15085;Harz;15085135;Stadt Halberstadt;;;959;Briefwahl Halberstadt;B;0;1071;4;1067;140;251;223;143;39;80;16;7;14;2;9;143;5;1066;152;334;234;166;33;58;42;15; ;32; ; 
68;Harz;15085;Harz;15085135;Stadt Halberstadt;;;995;Briefwahl Halberstadt;B;0;1078;2;1076;180;267;216;121;27;63;18;3;11;1;9;160;9;1069;181;336;240;165;25;51;31;16; ;24; ; 
68;Harz;15085;Harz;15085135;Stadt Halberstadt;;;996;Briefwahl Halberstadt;B;0;1143;4;1139;180;299;254;134;31;54;14;7;10;1;6;149;16;1127;192;356;276;168;26;41;26;25; ;17; ; 
68;Harz;15085;Harz;15085135;Stadt Halberstadt;;;997;Briefwahl Halberstadt;B;0;1073;4;1069;153;300;230;106;22;56;13;9;8;0;10;162;14;1059;154;358;246;96;21;112;33;10; ;29; ; 
68;Harz;15085;Harz;15085135;Stadt Halberstadt;;;998;Briefwahl Halberstadt;B;0;1074;7;1067;157;317;201;105;31;57;13;15;10;1;8;152;24;1050;178;365;217;158;18;45;30;20; ;19; ; 
68;Harz;15085;Harz;15085135;Stadt Halberstadt;;;999;Briefwahl Halberstadt;B;0;1116;6;1110;182;311;212;117;27;53;16;4;4;2;11;171;20;1096;188;369;239;156;21;47;32;14; ;30; ; 
68;Harz;15085;Harz;15085140;Gemeinde Harsleben;15085 51;Vorharz;3001;Harsleben;U;1831;1161;13;1148;112;156;550;107;30;24;16;7;5;1;3;137;19;1142;119;208;578;130;17;19;31;14; ;26; ; 
68;Harz;15085;Harz;15085140;Gemeinde Harsleben;15085 51;Vorharz;969;Briefwahl Harsleben;B;0;348;2;346;49;95;83;19;11;16;10;4;4;0;0;55;3;345;51;115;85;38;5;20;18;7; ;6; ; 
68;Harz;15085;Harz;15085145;Stadt Harzgerode;;;1;Harzgerode I Rathaus;U;738;415;2;413;44;79;178;34;6;12;3;3;0;0;1;53;2;413;48;101;184;43;7;7;10;7; ;6; ; 
68;Harz;15085;Harz;15085145;Stadt Harzgerode;;;2;Harzgerode II Feuerwehrdepot;U;753;449;6;443;38;87;188;60;8;7;7;3;3;0;1;41;6;443;43;101;198;68;10;4;10;4; ;5; ; 
68;Harz;15085;Harz;15085145;Stadt Harzgerode;;;3;Harzgerode III Grundschule;U;815;448;6;442;39;86;190;36;8;11;2;3;1;0;6;60;6;442;48;114;194;49;7;9;5;3; ;13; ; 
68;Harz;15085;Harz;15085145;Stadt Harzgerode;;;4;Harzgerode IV Ostharzstübchen;U;508;271;6;265;37;50;109;23;5;4;0;2;0;0;5;30;7;264;30;64;124;31;4;3;1;2; ;5; ; 
68;Harz;15085;Harz;15085145;Stadt Harzgerode;;;5;OT Dankerode;U;580;396;1;395;46;106;149;23;8;10;8;2;1;1;2;39;1;395;46;125;155;29;5;10;14;5; ;6; ; 
68;Harz;15085;Harz;15085145;Stadt Harzgerode;;;6;OT Güntersberge;U;499;340;2;338;51;56;136;45;5;6;3;0;0;0;1;35;3;337;54;59;142;58;2;4;11;3; ;4; ; 
68;Harz;15085;Harz;15085145;Stadt Harzgerode;;;7;OT Königerode;U;565;409;4;405;48;64;224;24;6;5;4;2;0;0;3;25;2;407;53;87;219;25;5;6;5;0; ;7; ; 
68;Harz;15085;Harz;15085145;Stadt Harzgerode;;;8;OT Neudorf;U;559;326;0;326;28;63;150;30;12;5;1;2;3;0;1;31;0;326;26;83;154;32;9;4;9;5; ;4; ; 
68;Harz;15085;Harz;15085145;Stadt Harzgerode;;;9;OT Schielo;U;412;204;1;203;31;31;74;23;5;7;5;3;0;0;1;23;5;199;32;43;74;25;3;8;4;4; ;6; ; 
68;Harz;15085;Harz;15085145;Stadt Harzgerode;;;10;OT Siptenfelde;U;388;264;2;262;18;48;124;30;3;2;4;0;0;0;2;31;2;262;16;61;134;38;3;0;7;1; ;2; ; 
68;Harz;15085;Harz;15085145;Stadt Harzgerode;;;11;OT Straßberg;U;481;324;4;320;23;47;146;25;11;6;8;1;0;0;4;49;4;320;27;61;164;31;14;4;8;2; ;9; ; 
68;Harz;15085;Harz;15085145;Stadt Harzgerode;;;974;Briefwahl Harzgerode;B;0;1054;3;1051;143;259;277;97;32;42;24;10;2;0;7;158;16;1038;167;339;283;112;23;35;34;13; ;32; ; 
68;Harz;15085;Harz;15085160;Gemeinde Hedersleben;15085 51;Vorharz;8001;Hedersleben;U;1081;712;11;701;65;102;372;44;25;11;8;8;0;0;3;63;8;704;76;111;408;56;18;6;14;9; ;6; ; 
68;Harz;15085;Harz;15085160;Gemeinde Hedersleben;15085 51;Vorharz;968;Briefwahl Hedersleben;B;0;121;0;121;20;27;32;8;4;3;1;5;0;0;1;20;0;121;22;33;36;12;3;1;6;6; ;2; ; 
68;Harz;15085;Harz;15085185;Gemeinde Huy;;;1;OT Aderstedt;U;260;164;2;162;17;21;76;14;3;0;4;2;1;0;0;24;2;162;20;27;85;14;3;1;6;3; ;3; ; 
68;Harz;15085;Harz;15085185;Gemeinde Huy;;;2;OT Anderbeck;U;380;197;0;197;18;27;92;27;5;1;3;2;1;0;2;19;0;197;16;40;96;25;7;0;9;1; ;3; ; 
68;Harz;15085;Harz;15085185;Gemeinde Huy;;;3;OT Badersleben;U;709;467;2;465;48;110;159;48;16;11;8;3;3;1;1;57;3;464;57;128;173;49;10;9;20;5; ;13; ; 
68;Harz;15085;Harz;15085185;Gemeinde Huy;;;4;OT Dedeleben;U;741;437;3;434;46;94;181;28;11;7;8;3;1;1;2;52;8;429;52;112;194;29;7;4;16;7; ;8; ; 
68;Harz;15085;Harz;15085185;Gemeinde Huy;;;5;OT Dingelstedt am Huy;U;1106;605;7;598;32;106;263;62;17;17;16;5;3;0;8;69;7;598;54;123;275;69;10;12;33;7; ;15; ; 
68;Harz;15085;Harz;15085185;Gemeinde Huy;;;6;OT Eilenstedt;U;719;412;3;409;37;65;216;42;8;8;3;2;2;0;1;25;4;408;43;72;226;38;8;8;4;2; ;7; ; 
68;Harz;15085;Harz;15085185;Gemeinde Huy;;;7;OT Eilsdorf;U;270;176;2;174;14;24;86;13;1;1;1;2;0;0;1;31;3;173;12;28;97;28;1;1;2;1; ;3; ; 
68;Harz;15085;Harz;15085185;Gemeinde Huy;;;8;OT Huy-Neinstedt;U;145;96;0;96;5;13;40;16;5;5;1;1;0;0;0;10;0;96;8;16;41;17;5;5;1;1; ;2; ; 
68;Harz;15085;Harz;15085185;Gemeinde Huy;;;9;OT Pabstorf;U;468;280;1;279;23;32;150;21;1;7;3;4;4;1;1;32;3;277;26;44;147;28;4;6;8;8; ;6; ; 
68;Harz;15085;Harz;15085185;Gemeinde Huy;;;10;OT Schlanstedt;U;728;424;3;421;24;85;220;30;12;2;8;4;0;0;2;34;4;420;24;100;232;26;11;2;12;6; ;7; ; 
68;Harz;15085;Harz;15085185;Gemeinde Huy;;;11;OT Vogelsdorf;U;221;141;2;139;20;24;50;14;5;8;1;2;0;1;0;14;2;139;23;32;50;17;4;6;2;2; ;3; ; 
68;Harz;15085;Harz;15085185;Gemeinde Huy;;;982;Briefwahl Huy;B;0;1047;13;1034;153;261;272;78;17;38;16;12;4;1;10;172;33;1014;158;321;299;116;17;30;35;13; ;25; ; 
68;Harz;15085;Harz;15085190;Stadt Ilsenburg (Harz);;;1;Grundschule;U;1018;622;7;615;96;124;199;88;11;21;2;7;4;0;3;60;9;613;166;120;199;78;7;15;11;10; ;7; ; 
68;Harz;15085;Harz;15085190;Stadt Ilsenburg (Harz);;;2;Haus der Vereine;U;1161;677;7;670;118;155;176;73;17;40;8;4;4;1;3;71;8;669;202;168;178;63;13;19;15;6; ;5; ; 
68;Harz;15085;Harz;15085190;Stadt Ilsenburg (Harz);;;3;Sekundarschule;U;1038;615;2;613;96;80;228;78;14;24;7;4;6;0;6;70;1;614;159;99;226;74;12;10;12;9; ;13; ; 
68;Harz;15085;Harz;15085190;Stadt Ilsenburg (Harz);;;4;Harzlandhalle;U;1340;832;7;825;121;170;268;85;23;38;14;8;2;0;1;95;15;817;201;192;271;77;13;21;24;9; ;9; ; 
68;Harz;15085;Harz;15085190;Stadt Ilsenburg (Harz);;;5;OT Drübeck;U;1281;827;7;820;100;177;274;69;34;42;15;6;5;0;4;94;5;822;140;205;280;66;20;34;53;8; ;16; ; 
68;Harz;15085;Harz;15085190;Stadt Ilsenburg (Harz);;;6;OT Darlingerode Sandtalhalle;U;986;599;7;592;62;119;237;54;20;17;12;3;1;0;0;67;14;585;85;143;222;60;17;12;26;11; ;9; ; 
68;Harz;15085;Harz;15085190;Stadt Ilsenburg (Harz);;;7;OT Darlingerode Kita;U;1047;609;3;606;73;127;211;58;25;38;4;4;6;1;1;58;6;603;98;155;222;65;10;28;11;6; ;8; ; 
68;Harz;15085;Harz;15085190;Stadt Ilsenburg (Harz);;;983;Briefwahl Ilsenburg;B;0;791;2;789;142;240;118;79;16;45;27;11;11;1;2;97;7;784;213;237;122;79;14;39;55;15; ;10; ; 
68;Harz;15085;Harz;15085190;Stadt Ilsenburg (Harz);;;984;Briefwahl Ilsenburg;B;0;917;6;911;204;210;158;79;31;46;21;7;18;1;9;127;15;902;319;231;158;83;11;32;45;10; ;13; ; 
68;Harz;15085;Harz;15085227;Gemeinde Nordharz;;;1;OT Abbenrode;U;681;470;10;460;44;80;181;47;13;22;7;4;5;0;3;54;11;459;74;99;177;54;10;10;17;10; ;8; ; 
68;Harz;15085;Harz;15085227;Gemeinde Nordharz;;;2;OT Danstedt;U;384;311;1;310;37;82;100;31;7;9;7;2;1;0;2;32;1;310;43;91;101;37;10;10;11;5; ;2; ; 
68;Harz;15085;Harz;15085227;Gemeinde Nordharz;;;3;OT Heudeber;U;932;629;6;623;34;115;331;47;9;10;7;8;2;0;2;58;10;619;46;126;337;57;8;10;20;8; ;7; ; 
68;Harz;15085;Harz;15085227;Gemeinde Nordharz;;;4;OT Langeln;U;781;530;3;527;51;103;232;37;7;17;11;6;7;1;3;52;3;527;72;114;241;45;7;17;16;7; ;8; ; 
68;Harz;15085;Harz;15085227;Gemeinde Nordharz;;;5;OT Schmatzfeld;U;269;207;0;207;19;29;107;16;5;2;2;1;0;0;0;26;0;207;29;32;109;19;5;0;7;1; ;5; ; 
68;Harz;15085;Harz;15085227;Gemeinde Nordharz;;;6;OT Stapelburg;U;1084;743;4;739;67;132;332;67;22;22;10;5;7;0;4;71;5;738;114;134;343;73;17;15;20;10; ;12; ; 
68;Harz;15085;Harz;15085227;Gemeinde Nordharz;;;7;OT Veckenstedt;U;1095;707;6;701;100;161;246;63;12;27;12;5;1;0;2;72;8;699;127;187;251;53;12;22;29;8; ;10; ; 
68;Harz;15085;Harz;15085227;Gemeinde Nordharz;;;8;OT Wasserleben;U;1104;674;3;671;87;138;239;62;14;14;12;9;2;1;4;89;8;666;127;147;238;71;13;14;31;16; ;9; ; 
