Wahlkreis Nr.;Wahlkreisname;Kreisschlüssel;Kreisfreie Stadt/Landkreis;Gemeindeschlüssel;Gemeindename;Verbandgemeindeschlüssel;Verbandsgemeindename;Wahlbezirk;Wahlbezirksname;Wahllokal;A - Wahlberechtigte;B - Wähler/-innen;E - Ungültige Zweitstimmen;F - Gültige Zweitstimmen;F01 - SPD;F02 - CDU;F03 - AfD;F04 - Die Linke;F05 - FDP;F06 - GRÜNE;F07 - FREIE WÄHLER;F08 - Die PARTEI;F09 - Volt;F10 - MLPD;F11 - BÜNDNIS DEUTSCHLAND;F12 - BSW;C - Ungültige Erststimmen;D - Gültige Erststimmen;D01 - SPD;D02 - CDU;D03 - AfD;D04 - Die Linke;D05 - FDP;D06 - GRÜNE;D07 - FREIE WÄHLER;D08 - Die PARTEI;D10 - MLPD;D11 - BÜNDNIS DEUTSCHLAND;D13 - Andere KWV;D14 - Andere KWV
70;Anhalt – Dessau – Wittenberg;15001;Dessau-Roßlau, Stadt;15001000;Stadt Dessau-Roßlau;;;10;Innerstädtischer Bereich Nord 0;U;1208;637;6;631;96;114;214;94;16;23;13;2;1;1;1;56;9;628;97;148;227;96;9;32;19; ; ; ; ; 
70;Anhalt – Dessau – Wittenberg;15001;Dessau-Roßlau, Stadt;15001000;Stadt Dessau-Roßlau;;;12;Innerstädtischer Bereich Nord 2;U;1582;823;8;815;121;131;250;124;20;35;9;16;8;0;1;100;8;815;118;166;265;138;23;65;40; ; ; ; ; 
70;Anhalt – Dessau – Wittenberg;15001;Dessau-Roßlau, Stadt;15001000;Stadt Dessau-Roßlau;;;14;Innerstädtscher Bereich Nord 4;U;1044;577;8;569;52;71;225;82;19;34;7;8;4;0;1;66;11;566;63;96;229;85;21;47;25; ; ; ; ; 
70;Anhalt – Dessau – Wittenberg;15001;Dessau-Roßlau, Stadt;15001000;Stadt Dessau-Roßlau;;;15;Innerstädtscher Bereich Nord 5;U;825;503;3;500;57;100;151;70;10;48;8;8;3;1;2;42;7;496;46;128;160;64;13;68;17; ; ; ; ; 
70;Anhalt – Dessau – Wittenberg;15001;Dessau-Roßlau, Stadt;15001000;Stadt Dessau-Roßlau;;;16;Innerstädtscher Bereich Nord 6;U;1154;635;3;632;68;102;194;104;18;66;10;5;0;0;3;62;4;631;60;166;205;93;12;71;24; ; ; ; ; 
70;Anhalt – Dessau – Wittenberg;15001;Dessau-Roßlau, Stadt;15001000;Stadt Dessau-Roßlau;;;17;Innerstädtscher Bereich Nord 7;U;1784;1011;6;1005;110;180;300;161;34;105;11;12;11;0;1;80;6;1005;115;232;309;136;34;145;34; ; ; ; ; 
70;Anhalt – Dessau – Wittenberg;15001;Dessau-Roßlau, Stadt;15001000;Stadt Dessau-Roßlau;;;20;Innerstädtischer Bereich Mitte 0;U;1136;506;7;499;77;113;172;43;8;20;5;2;1;0;0;58;12;494;74;137;173;51;8;34;17; ; ; ; ; 
70;Anhalt – Dessau – Wittenberg;15001;Dessau-Roßlau, Stadt;15001000;Stadt Dessau-Roßlau;;;21;Innerstädtischer Bereich Mitte 1;U;1190;618;5;613;71;107;218;88;10;19;7;4;4;1;1;83;7;611;82;140;236;93;7;30;23; ; ; ; ; 
70;Anhalt – Dessau – Wittenberg;15001;Dessau-Roßlau, Stadt;15001000;Stadt Dessau-Roßlau;;;24;Innerstädtischer Bereich Mitte 4;U;1210;628;7;621;88;101;192;105;19;38;3;5;0;0;1;69;7;621;98;133;209;103;12;56;10; ; ; ; ; 
70;Anhalt – Dessau – Wittenberg;15001;Dessau-Roßlau, Stadt;15001000;Stadt Dessau-Roßlau;;;26;Innerstädtischer Bereich Mitte 6;U;1044;618;8;610;85;100;219;81;10;29;4;8;4;1;2;67;13;605;83;143;227;85;8;35;24; ; ; ; ; 
70;Anhalt – Dessau – Wittenberg;15001;Dessau-Roßlau, Stadt;15001000;Stadt Dessau-Roßlau;;;27;Innerstädtischer Bereich Mitte 7;U;1491;555;6;549;83;102;212;54;13;23;3;8;3;0;2;46;8;547;87;129;212;57;13;34;15; ; ; ; ; 
70;Anhalt – Dessau – Wittenberg;15001;Dessau-Roßlau, Stadt;15001000;Stadt Dessau-Roßlau;;;30;Innerstädtischer Bereich Süd 0;U;775;368;3;365;47;55;161;37;7;10;6;2;1;1;1;37;2;366;48;86;164;45;3;13;7; ; ; ; ; 
70;Anhalt – Dessau – Wittenberg;15001;Dessau-Roßlau, Stadt;15001000;Stadt Dessau-Roßlau;;;31;Innerstädtischer Bereich Süd 1;U;1308;686;5;681;78;115;275;75;11;25;6;3;10;0;3;80;8;678;83;147;287;87;7;37;30; ; ; ; ; 
70;Anhalt – Dessau – Wittenberg;15001;Dessau-Roßlau, Stadt;15001000;Stadt Dessau-Roßlau;;;33;Innerstädtischer Bereich Süd 3;U;657;354;3;351;44;36;162;34;10;13;7;1;3;1;2;38;6;348;46;63;169;32;9;17;12; ; ; ; ; 
70;Anhalt – Dessau – Wittenberg;15001;Dessau-Roßlau, Stadt;15001000;Stadt Dessau-Roßlau;;;36;Innerstädtischer Bereich Süd 6;U;792;339;1;338;24;40;161;48;8;11;7;6;3;2;2;26;3;336;33;51;166;48;6;15;17; ; ; ; ; 
70;Anhalt – Dessau – Wittenberg;15001;Dessau-Roßlau, Stadt;15001000;Stadt Dessau-Roßlau;;;37;Innerstädtischer Bereich Süd 7;U;819;454;1;453;63;68;176;49;10;22;6;10;2;1;3;43;6;448;61;91;185;56;10;22;23; ; ; ; ; 
70;Anhalt – Dessau – Wittenberg;15001;Dessau-Roßlau, Stadt;15001000;Stadt Dessau-Roßlau;;;40;Süd 0;U;1260;718;3;715;87;169;247;82;19;27;2;3;5;0;0;74;7;711;76;207;262;85;26;39;16; ; ; ; ; 
70;Anhalt – Dessau – Wittenberg;15001;Dessau-Roßlau, Stadt;15001000;Stadt Dessau-Roßlau;;;42;Süd 2;U;1580;918;9;909;128;152;370;103;19;21;11;6;8;2;3;86;12;906;126;218;365;102;17;43;35; ; ; ; ; 
70;Anhalt – Dessau – Wittenberg;15001;Dessau-Roßlau, Stadt;15001000;Stadt Dessau-Roßlau;;;43;Süd 3;U;1220;726;10;716;87;141;258;84;24;25;10;3;2;0;3;79;14;712;89;182;275;92;13;32;29; ; ; ; ; 
70;Anhalt – Dessau – Wittenberg;15001;Dessau-Roßlau, Stadt;15001000;Stadt Dessau-Roßlau;;;45;Süd 5;U;982;543;9;534;71;92;217;64;18;15;7;4;1;1;0;44;12;531;73;121;219;65;17;23;13; ; ; ; ; 
70;Anhalt – Dessau – Wittenberg;15001;Dessau-Roßlau, Stadt;15001000;Stadt Dessau-Roßlau;;;50;Haideburg 0;U;1015;572;3;569;71;128;197;46;32;22;4;2;4;0;0;63;4;568;58;175;200;53;29;35;18; ; ; ; ; 
70;Anhalt – Dessau – Wittenberg;15001;Dessau-Roßlau, Stadt;15001000;Stadt Dessau-Roßlau;;;60;Törten 0;U;962;686;2;684;77;138;268;59;22;26;5;2;0;0;0;87;2;684;59;204;273;72;19;42;15; ; ; ; ; 
70;Anhalt – Dessau – Wittenberg;15001;Dessau-Roßlau, Stadt;15001000;Stadt Dessau-Roßlau;;;61;Törten 1;U;1034;690;4;686;77;146;275;72;21;12;8;2;4;0;1;68;4;686;67;206;274;67;18;32;22; ; ; ; ; 
70;Anhalt – Dessau – Wittenberg;15001;Dessau-Roßlau, Stadt;15001000;Stadt Dessau-Roßlau;;;70;Mildensee 0;U;1616;865;11;854;72;173;343;99;23;40;11;10;7;0;1;75;20;845;77;263;332;78;17;48;30; ; ; ; ; 
70;Anhalt – Dessau – Wittenberg;15001;Dessau-Roßlau, Stadt;15001000;Stadt Dessau-Roßlau;;;80;Waldersee 0;U;1026;671;3;668;52;143;262;65;20;28;8;10;2;0;4;74;8;663;47;207;273;61;14;39;22; ; ; ; ; 
70;Anhalt – Dessau – Wittenberg;15001;Dessau-Roßlau, Stadt;15001000;Stadt Dessau-Roßlau;;;81;Waldersee 1;U;1035;704;5;699;60;160;254;64;29;36;9;6;1;0;1;79;4;700;42;234;252;74;25;50;23; ; ; ; ; 
70;Anhalt – Dessau – Wittenberg;15001;Dessau-Roßlau, Stadt;15001000;Stadt Dessau-Roßlau;;;90;Ziebigk 0;U;1105;679;5;674;88;182;180;73;33;44;5;2;5;0;0;62;9;670;83;227;181;74;23;66;16; ; ; ; ; 
70;Anhalt – Dessau – Wittenberg;15001;Dessau-Roßlau, Stadt;15001000;Stadt Dessau-Roßlau;;;91;Ziebigk 1;U;1596;897;3;894;114;177;278;113;39;60;13;3;3;1;1;92;3;894;109;240;275;95;35;109;31; ; ; ; ; 
70;Anhalt – Dessau – Wittenberg;15001;Dessau-Roßlau, Stadt;15001000;Stadt Dessau-Roßlau;;;92;Ziebigk 2;U;712;491;4;487;55;130;142;42;18;28;9;1;1;1;0;60;6;485;48;177;139;36;19;43;23; ; ; ; ; 
70;Anhalt – Dessau – Wittenberg;15001;Dessau-Roßlau, Stadt;15001000;Stadt Dessau-Roßlau;;;93;Ziebigk 3;U;1293;806;6;800;117;180;237;71;27;64;8;4;2;1;3;86;9;797;106;246;232;81;26;76;30; ; ; ; ; 
70;Anhalt – Dessau – Wittenberg;15001;Dessau-Roßlau, Stadt;15001000;Stadt Dessau-Roßlau;;;100;Siedlung 0;U;954;585;2;583;85;117;142;75;15;45;4;4;4;0;1;91;7;578;80;170;158;78;13;61;18; ; ; ; ; 
70;Anhalt – Dessau – Wittenberg;15001;Dessau-Roßlau, Stadt;15001000;Stadt Dessau-Roßlau;;;101;Siedlung 1;U;1152;716;1;715;120;163;167;69;28;80;8;5;6;0;0;69;8;708;98;234;164;75;17;104;16; ; ; ; ; 
70;Anhalt – Dessau – Wittenberg;15001;Dessau-Roßlau, Stadt;15001000;Stadt Dessau-Roßlau;;;102;Siedlung 2;U;1667;957;4;953;109;219;287;101;36;67;19;4;7;1;4;99;7;950;96;314;298;107;18;82;35; ; ; ; ; 
70;Anhalt – Dessau – Wittenberg;15001;Dessau-Roßlau, Stadt;15001000;Stadt Dessau-Roßlau;;;110;Großkühnau 0;U;741;533;4;529;55;73;272;33;20;15;1;4;3;0;0;53;4;529;42;117;284;30;13;28;15; ; ; ; ; 
70;Anhalt – Dessau – Wittenberg;15001;Dessau-Roßlau, Stadt;15001000;Stadt Dessau-Roßlau;;;120;Kleinkühnau 0;U;1534;928;7;921;78;175;392;92;39;26;18;4;1;2;1;93;8;920;73;242;392;109;25;42;37; ; ; ; ; 
70;Anhalt – Dessau – Wittenberg;15001;Dessau-Roßlau, Stadt;15001000;Stadt Dessau-Roßlau;;;130;West 0;U;804;385;0;385;31;45;181;50;17;12;2;7;2;0;7;31;1;384;35;72;179;52;16;14;16; ; ; ; ; 
70;Anhalt – Dessau – Wittenberg;15001;Dessau-Roßlau, Stadt;15001000;Stadt Dessau-Roßlau;;;140;Alten 0;U;1393;858;2;856;87;169;322;84;30;18;15;5;4;1;2;119;4;854;92;243;340;88;21;28;42; ; ; ; ; 
70;Anhalt – Dessau – Wittenberg;15001;Dessau-Roßlau, Stadt;15001000;Stadt Dessau-Roßlau;;;141;Alten 1;U;717;394;6;388;56;58;161;46;6;10;7;4;0;1;0;39;3;391;58;72;176;49;4;18;14; ; ; ; ; 
70;Anhalt – Dessau – Wittenberg;15001;Dessau-Roßlau, Stadt;15001000;Stadt Dessau-Roßlau;;;142;Alten 2;U;892;544;3;541;60;101;216;39;24;17;2;4;2;0;0;76;7;537;58;152;230;43;19;23;12; ; ; ; ; 
70;Anhalt – Dessau – Wittenberg;15001;Dessau-Roßlau, Stadt;15001000;Stadt Dessau-Roßlau;;;150;Kochstedt 0;U;1001;615;5;610;53;142;224;52;34;19;8;0;4;0;3;71;10;605;47;196;239;49;15;36;23; ; ; ; ; 
70;Anhalt – Dessau – Wittenberg;15001;Dessau-Roßlau, Stadt;15001000;Stadt Dessau-Roßlau;;;151;Kochstedt 1;U;1202;804;7;797;56;188;312;73;35;31;11;2;4;0;3;82;9;795;54;254;306;85;22;50;24; ; ; ; ; 
70;Anhalt – Dessau – Wittenberg;15001;Dessau-Roßlau, Stadt;15001000;Stadt Dessau-Roßlau;;;152;Kochstedt 2;U;1206;693;4;689;91;146;216;63;26;28;10;3;1;1;0;104;6;687;80;228;229;62;20;41;27; ; ; ; ; 
70;Anhalt – Dessau – Wittenberg;15001;Dessau-Roßlau, Stadt;15001000;Stadt Dessau-Roßlau;;;160;Mosigkau 0;U;1582;1032;9;1023;96;198;406;98;36;31;15;5;10;0;4;124;16;1016;106;278;414;107;25;48;38; ; ; ; ; 
70;Anhalt – Dessau – Wittenberg;15001;Dessau-Roßlau, Stadt;15001000;Stadt Dessau-Roßlau;;;170;Zoberberg 0;U;726;380;5;375;54;55;153;42;11;11;2;1;1;0;3;42;7;373;57;80;150;50;10;12;14; ; ; ; ; 
70;Anhalt – Dessau – Wittenberg;15001;Dessau-Roßlau, Stadt;15001000;Stadt Dessau-Roßlau;;;172;Zoberberg 2;U;984;560;4;556;46;88;253;61;17;10;6;6;2;1;0;66;7;553;62;127;260;72;7;9;16; ; ; ; ; 
70;Anhalt – Dessau – Wittenberg;15001;Dessau-Roßlau, Stadt;15001000;Stadt Dessau-Roßlau;;;180;Kleutsch 0;U;310;211;2;209;26;41;75;19;10;10;2;2;0;0;0;24;2;209;18;62;81;20;3;18;7; ; ; ; ; 
70;Anhalt – Dessau – Wittenberg;15001;Dessau-Roßlau, Stadt;15001000;Stadt Dessau-Roßlau;;;190;Sollnitz 0;U;173;120;1;119;14;17;69;2;0;1;2;0;0;0;1;13;1;119;9;25;73;6;1;2;3; ; ; ; ; 
70;Anhalt – Dessau – Wittenberg;15001;Dessau-Roßlau, Stadt;15001000;Stadt Dessau-Roßlau;;;200;Brambach 0;U;276;194;1;193;7;24;105;21;7;2;6;1;0;0;0;20;0;194;8;46;108;18;3;3;8; ; ; ; ; 
70;Anhalt – Dessau – Wittenberg;15001;Dessau-Roßlau, Stadt;15001000;Stadt Dessau-Roßlau;;;210;Rodleben 0;U;1056;691;9;682;64;143;306;44;17;12;6;6;2;0;0;82;9;682;63;199;325;54;11;18;12; ; ; ; ; 
70;Anhalt – Dessau – Wittenberg;15001;Dessau-Roßlau, Stadt;15001000;Stadt Dessau-Roßlau;;;220;Roßlau 0;U;1362;578;4;574;40;85;267;75;17;10;6;6;5;1;3;59;7;571;40;123;266;83;16;17;26; ; ; ; ; 
70;Anhalt – Dessau – Wittenberg;15001;Dessau-Roßlau, Stadt;15001000;Stadt Dessau-Roßlau;;;221;Roßlau 1;U;1586;853;6;847;70;121;411;80;29;23;10;7;5;2;2;87;6;847;73;184;424;84;20;37;25; ; ; ; ; 
70;Anhalt – Dessau – Wittenberg;15001;Dessau-Roßlau, Stadt;15001000;Stadt Dessau-Roßlau;;;222;Roßlau 2;U;1624;906;8;898;65;128;432;92;34;19;16;5;5;0;0;102;10;896;74;184;440;102;32;32;32; ; ; ; ; 
70;Anhalt – Dessau – Wittenberg;15001;Dessau-Roßlau, Stadt;15001000;Stadt Dessau-Roßlau;;;223;Roßlau 3;U;1667;781;5;776;69;149;334;74;27;32;10;5;5;0;1;70;6;775;76;200;340;78;17;41;23; ; ; ; ; 
70;Anhalt – Dessau – Wittenberg;15001;Dessau-Roßlau, Stadt;15001000;Stadt Dessau-Roßlau;;;224;Roßlau 4;U;1651;879;7;872;98;168;366;85;19;18;10;6;7;0;0;95;12;867;102;225;363;93;16;35;33; ; ; ; ; 
70;Anhalt – Dessau – Wittenberg;15001;Dessau-Roßlau, Stadt;15001000;Stadt Dessau-Roßlau;;;230;Meinsdorf 0;U;1239;778;5;773;48;161;314;67;40;35;9;8;3;0;2;86;6;772;66;220;331;62;22;42;29; ; ; ; ; 
70;Anhalt – Dessau – Wittenberg;15001;Dessau-Roßlau, Stadt;15001000;Stadt Dessau-Roßlau;;;240;Mühlstedt 0;U;158;109;3;106;13;22;42;11;2;4;0;0;1;0;0;11;4;105;15;29;42;10;4;4;1; ; ; ; ; 
70;Anhalt – Dessau – Wittenberg;15001;Dessau-Roßlau, Stadt;15001000;Stadt Dessau-Roßlau;;;250;Streetz/Natho 0;U;269;174;4;170;6;34;81;14;6;4;7;1;3;0;3;11;4;170;5;54;78;12;5;5;11; ; ; ; ; 
70;Anhalt – Dessau – Wittenberg;15001;Dessau-Roßlau, Stadt;15001000;Stadt Dessau-Roßlau;;;979;Brief 979;B;0;645;1;644;97;183;142;33;19;41;9;2;8;1;1;108;2;643;94;245;145;45;22;59;33; ; ; ; ; 
70;Anhalt – Dessau – Wittenberg;15001;Dessau-Roßlau, Stadt;15001000;Stadt Dessau-Roßlau;;;980;Brief 980;B;0;479;10;469;66;123;109;42;11;38;10;2;7;0;2;59;13;466;59;176;105;36;9;60;21; ; ; ; ; 
70;Anhalt – Dessau – Wittenberg;15001;Dessau-Roßlau, Stadt;15001000;Stadt Dessau-Roßlau;;;981;Brief 981;B;0;472;3;469;60;97;101;50;17;44;5;4;3;1;3;84;10;462;63;170;101;56;10;46;16; ; ; ; ; 
70;Anhalt – Dessau – Wittenberg;15001;Dessau-Roßlau, Stadt;15001000;Stadt Dessau-Roßlau;;;982;Brief 982;B;0;528;5;523;80;169;92;50;23;27;5;8;2;0;0;67;3;525;54;234;95;58;20;48;16; ; ; ; ; 
70;Anhalt – Dessau – Wittenberg;15001;Dessau-Roßlau, Stadt;15001000;Stadt Dessau-Roßlau;;;983;Brief 983;B;0;611;5;606;86;199;111;48;27;42;17;4;2;0;2;68;7;604;75;260;111;46;17;67;28; ; ; ; ; 
70;Anhalt – Dessau – Wittenberg;15001;Dessau-Roßlau, Stadt;15001000;Stadt Dessau-Roßlau;;;984;Brief 984;B;0;620;2;618;86;159;125;61;35;49;4;4;5;0;1;89;7;613;86;219;145;57;20;70;16; ; ; ; ; 
70;Anhalt – Dessau – Wittenberg;15001;Dessau-Roßlau, Stadt;15001000;Stadt Dessau-Roßlau;;;985;Brief 985;B;0;636;4;632;79;165;120;67;33;36;14;8;3;1;2;104;9;627;75;244;133;79;17;55;24; ; ; ; ; 
70;Anhalt – Dessau – Wittenberg;15001;Dessau-Roßlau, Stadt;15001000;Stadt Dessau-Roßlau;;;986;Brief 986;B;0;552;0;552;73;117;118;58;28;57;9;7;2;0;0;83;2;550;71;172;125;67;20;74;21; ; ; ; ; 
70;Anhalt – Dessau – Wittenberg;15001;Dessau-Roßlau, Stadt;15001000;Stadt Dessau-Roßlau;;;987;Brief 987;B;0;462;1;461;67;140;65;56;14;67;5;1;3;0;0;43;2;460;62;176;66;52;12;80;12; ; ; ; ; 
70;Anhalt – Dessau – Wittenberg;15001;Dessau-Roßlau, Stadt;15001000;Stadt Dessau-Roßlau;;;988;Brief 988;B;0;513;1;512;79;145;93;46;31;51;5;4;7;1;1;49;11;502;81;186;83;44;22;73;13; ; ; ; ; 
70;Anhalt – Dessau – Wittenberg;15001;Dessau-Roßlau, Stadt;15001000;Stadt Dessau-Roßlau;;;989;Brief 989;B;0;587;0;587;85;179;86;45;31;78;7;4;9;0;1;62;5;582;67;220;90;56;22;102;25; ; ; ; ; 
70;Anhalt – Dessau – Wittenberg;15001;Dessau-Roßlau, Stadt;15001000;Stadt Dessau-Roßlau;;;990;Brief 990;B;0;613;3;610;75;162;153;54;17;42;10;11;3;0;1;82;4;609;66;210;162;57;14;67;33; ; ; ; ; 
70;Anhalt – Dessau – Wittenberg;15001;Dessau-Roßlau, Stadt;15001000;Stadt Dessau-Roßlau;;;991;Brief 991;B;0;613;4;609;94;182;110;52;19;55;14;4;1;0;0;78;12;601;79;232;120;50;16;77;27; ; ; ; ; 
70;Anhalt – Dessau – Wittenberg;15001;Dessau-Roßlau, Stadt;15001000;Stadt Dessau-Roßlau;;;992;Brief 992;B;0;499;1;498;99;153;81;41;18;33;9;1;3;0;1;59;8;491;101;176;88;53;11;52;10; ; ; ; ; 
70;Anhalt – Dessau – Wittenberg;15001;Dessau-Roßlau, Stadt;15001000;Stadt Dessau-Roßlau;;;993;Brief 993;B;0;605;2;603;113;128;119;96;12;40;9;4;4;0;1;77;7;598;110;186;119;97;14;52;20; ; ; ; ; 
70;Anhalt – Dessau – Wittenberg;15001;Dessau-Roßlau, Stadt;15001000;Stadt Dessau-Roßlau;;;994;Brief 994;B;0;671;1;670;84;200;146;49;31;34;14;6;8;1;4;93;6;665;64;277;152;62;19;57;34; ; ; ; ; 
70;Anhalt – Dessau – Wittenberg;15001;Dessau-Roßlau, Stadt;15001000;Stadt Dessau-Roßlau;;;995;Brief 995;B;0;519;2;517;88;114;100;76;5;40;7;6;4;0;2;75;5;514;88;154;100;79;3;63;27; ; ; ; ; 
70;Anhalt – Dessau – Wittenberg;15001;Dessau-Roßlau, Stadt;15001000;Stadt Dessau-Roßlau;;;996;Brief 996;B;0;620;7;613;114;147;87;76;21;51;16;4;7;3;2;85;12;608;104;193;102;76;17;86;30; ; ; ; ; 
70;Anhalt – Dessau – Wittenberg;15001;Dessau-Roßlau, Stadt;15001000;Stadt Dessau-Roßlau;;;997;Brief 997;B;0;736;4;732;133;163;99;131;24;65;15;8;10;0;3;81;6;730;127;213;102;115;21;110;42; ; ; ; ; 
70;Anhalt – Dessau – Wittenberg;15001;Dessau-Roßlau, Stadt;15001000;Stadt Dessau-Roßlau;;;998;Brief 998;B;0;586;3;583;86;106;80;89;11;105;17;4;9;0;0;76;9;577;93;163;86;78;7;121;29; ; ; ; ; 
70;Anhalt – Dessau – Wittenberg;15001;Dessau-Roßlau, Stadt;15001000;Stadt Dessau-Roßlau;;;999;Brief 999;B;0;508;4;504;88;118;84;56;12;43;6;11;3;1;1;81;5;503;83;159;97;62;11;67;24; ; ; ; ; 
71;Halle;15002;Halle (Saale), Stadt;15002000;Stadt Halle (Saale);;;10101;Stadtwerke/EVH;U;1258;651;5;646;66;99;117;162;27;93;2;8;9;3;1;59;4;647;123;105;135;168;28;56;9;11;6;6; ; 
71;Halle;15002;Halle (Saale), Stadt;15002000;Stadt Halle (Saale);;;10102;BBS IV Friedrich List;U;1281;684;2;682;73;74;97;202;43;119;2;7;9;0;1;55;5;679;159;107;107;184;28;67;3;16;1;7; ; 
71;Halle;15002;Halle (Saale), Stadt;15002000;Stadt Halle (Saale);;;10103;Berufsbildende Schule V;U;1907;945;3;942;116;106;138;278;37;177;3;9;14;1;4;59;8;937;233;143;148;261;24;95;6;18;4;5; ; 
71;Halle;15002;Halle (Saale), Stadt;15002000;Stadt Halle (Saale);;;10201;Gemeinschaftsschule August Hermann Francke;U;1669;646;1;645;92;86;156;153;25;66;6;5;12;3;0;41;4;642;141;104;169;145;24;34;7;12;5;1; ; 
71;Halle;15002;Halle (Saale), Stadt;15002000;Stadt Halle (Saale);;;10202;Latina August Hermann Francke;U;1493;731;2;729;103;74;138;203;17;121;4;16;9;1;2;41;4;727;168;102;146;190;10;78;10;18;3;2; ; 
71;Halle;15002;Halle (Saale), Stadt;15002000;Stadt Halle (Saale);;;10203;Georg-Cantor-Gymnasium;U;1716;923;8;915;96;97;148;284;29;144;3;14;21;1;2;76;12;911;191;132;157;266;18;97;7;35;3;5; ; 
71;Halle;15002;Halle (Saale), Stadt;15002000;Stadt Halle (Saale);;;10204;Georg-Cantor-Gymnasium;U;1680;747;9;738;98;91;173;178;12;81;12;14;10;0;1;68;13;734;159;113;192;174;15;48;11;18;1;3; ; 
71;Halle;15002;Halle (Saale), Stadt;15002000;Stadt Halle (Saale);;;10205;Grundschule Johannesschule;U;1749;994;5;989;124;137;164;249;22;163;11;12;19;1;2;85;12;982;233;172;181;236;16;95;21;20;3;5; ; 
71;Halle;15002;Halle (Saale), Stadt;15002000;Stadt Halle (Saale);;;10206;Grundschule Am Ludwigsfeld;U;1340;800;2;798;75;97;185;210;27;111;6;7;7;1;1;71;8;792;132;140;195;207;23;63;10;14;3;5; ; 
71;Halle;15002;Halle (Saale), Stadt;15002000;Stadt Halle (Saale);;;10207;Grundschule Am Ludwigsfeld;U;1308;744;14;730;82;78;189;173;25;74;7;11;12;1;1;77;18;726;137;115;199;170;23;40;12;23;3;4; ; 
71;Halle;15002;Halle (Saale), Stadt;15002000;Stadt Halle (Saale);;;10208;Grundschule Johannesschule;U;1655;735;10;725;74;85;169;189;16;86;5;16;12;1;3;69;11;724;128;116;182;189;17;42;15;25;4;6; ; 
71;Halle;15002;Halle (Saale), Stadt;15002000;Stadt Halle (Saale);;;10209;Grundschule Johannesschule;U;1941;941;7;934;101;95;219;224;35;123;12;14;17;0;4;90;8;933;197;144;239;228;22;58;16;19;1;9; ; 
71;Halle;15002;Halle (Saale), Stadt;15002000;Stadt Halle (Saale);;;10210;Gemeinschaftsschule August Hermann Francke;U;1544;773;6;767;62;81;154;230;26;139;7;10;12;1;1;44;5;768;150;100;160;209;22;85;14;24;3;1; ; 
71;Halle;15002;Halle (Saale), Stadt;15002000;Stadt Halle (Saale);;;10301;BBS IV Friedrich List;U;1316;669;2;667;75;77;119;206;20;89;7;5;17;1;4;47;6;663;160;97;131;174;14;54;13;13;2;5; ; 
71;Halle;15002;Halle (Saale), Stadt;15002000;Stadt Halle (Saale);;;10302;Kita Kinderwelt;U;1281;711;1;710;55;68;119;224;36;118;2;12;20;1;3;52;2;709;148;91;121;212;32;69;7;22;0;7; ; 
71;Halle;15002;Halle (Saale), Stadt;15002000;Stadt Halle (Saale);;;10303;IGS.Halle am Steintor;U;1816;908;8;900;105;127;105;249;40;188;5;11;16;0;0;54;10;898;204;161;106;241;42;107;10;24;1;2; ; 
71;Halle;15002;Halle (Saale), Stadt;15002000;Stadt Halle (Saale);;;10304;IGS.Halle am Steintor;U;1826;934;5;929;115;88;103;287;36;217;2;9;13;1;3;55;7;927;207;136;109;280;24;137;6;19;4;5; ; 
71;Halle;15002;Halle (Saale), Stadt;15002000;Stadt Halle (Saale);;;10305;Grundschule Neumarkt;U;1632;807;4;803;84;97;128;225;22;143;3;13;16;2;3;67;12;795;161;129;130;235;19;85;5;22;3;6; ; 
71;Halle;15002;Halle (Saale), Stadt;15002000;Stadt Halle (Saale);;;10306;Grundschule Neumarkt;U;1622;810;2;808;98;103;97;228;35;167;1;8;9;1;4;57;2;808;205;155;100;209;23;88;7;11;1;9; ; 
71;Halle;15002;Halle (Saale), Stadt;15002000;Stadt Halle (Saale);;;10307;Grundschule Neumarkt;U;1378;689;6;683;86;103;112;159;33;119;2;8;12;0;1;48;8;681;155;136;114;156;21;77;1;17;2;2; ; 
71;Halle;15002;Halle (Saale), Stadt;15002000;Stadt Halle (Saale);;;10308;Stadtwerke/EVH;U;1244;662;3;659;85;85;95;182;27;118;3;4;6;0;0;54;9;653;144;127;99;184;23;59;4;12;0;1; ; 
71;Halle;15002;Halle (Saale), Stadt;15002000;Stadt Halle (Saale);;;10309;Hans-Dietrich-Genscher-Gymnasium;U;1197;618;8;610;66;55;136;169;15;99;2;6;12;1;2;47;8;610;118;76;140;161;13;63;6;22;2;9; ; 
71;Halle;15002;Halle (Saale), Stadt;15002000;Stadt Halle (Saale);;;20401;Grundschule G. E. Lessing;U;1523;787;2;785;65;68;117;277;21;161;1;6;10;1;2;56;8;779;164;99;120;242;22;107;4;17;2;2; ; 
71;Halle;15002;Halle (Saale), Stadt;15002000;Stadt Halle (Saale);;;20402;Grundschule G. E. Lessing;U;1553;888;2;886;98;80;129;256;20;205;8;15;15;0;1;59;7;881;212;142;129;226;20;120;12;13;2;5; ; 
71;Halle;15002;Halle (Saale), Stadt;15002000;Stadt Halle (Saale);;;20403;Grundschule G. E. Lessing;U;1658;846;4;842;109;93;65;317;18;168;2;7;10;0;1;52;9;837;221;112;71;283;15;114;6;13;0;2; ; 
