Wahl,Ebene,WK-Nr,WK-Name,Ebene,AGS,Ortname,Briefwahl_Sonderfall,genaue Briefwahlzuordung,A1,A2,A3,Wahlberechtigte,Wähler,B1,Briefwähler,ungültige_1,gültige_1,AfD_1,SPD_1,CDU_1,FDP_1,Die Linke_1,GRÜNE_1,FREIE WÄHLER_1,Die PARTEI_1,Volt_1,PdH_1,MLPD_1,BÜNDNIS DEUTSCHLAND_1,BSW_1,EB:Busse_1,EB:Mauer_1,EB:Schubert_1,ungültige_2,gültige_2,AfD_2,SPD_2,CDU_2,FDP_2,Die Linke_2,GRÜNE_2,FREIE WÄHLER_2,Tierschutzpartei_2,Die PARTEI_2,PIRATEN_2,Volt_2,PdH_2,MLPD_2,BÜNDNIS DEUTSCHLAND_2,BSW_2,,Wahlbeteiligung,B1 in %,Briefwähler in %,ungültige_1 in %,gültige_1 in %,AfD_1 in %,SPD_1 in %,CDU_1 in %,FDP_1 in %,Die Linke_1 in %,GRÜNE_1 in %,FREIE WÄHLER_1 in %,Die PARTEI_1 in %,Volt_1 in %,PdH_1 in %,MLPD_1 in %,BÜNDNIS DEUTSCHLAND_1 in %,BSW_1 in %,EB:Busse_1 in %,EB:Mauer_1 in %,EB:Schubert_1 in %,ungültige_2 in %,gültige_2 in %,AfD_2 in %,SPD_2 in %,CDU_2 in %,FDP_2 in %,Die Linke_2 in %,GRÜNE_2 in %,FREIE WÄHLER_2 in %,Tierschutzpartei_2 in %,Die PARTEI_2 in %,PIRATEN_2 in %,Volt_2 in %,PdH_2 in %,MLPD_2 in %,BÜNDNIS DEUTSCHLAND_2 in %,BSW_2 in %
BW25,WK,156,Görlitz,GE,14626400,Olbersdorf,J,"Gemeinde führte Briefwahl ebenfalls für Bertsdorf-Hörnitz, Jonsdorf, Kurort und Oybin durch.",2659,1005,0,3664,3797,1851,1845,25,3772,1504,258,1059,99,246,100,107,x,x,x,x,40,359,x,x,x,21,3776,1429,276,890,133,290,116,65,51,17,5,16,4,2,19,463,x,104,49,49,1,99,40,7,28,3,7,3,3,x,x,x,x,1,10,x,x,x,1,99,38,7,24,4,8,3,2,1,1,0,0,0,0,1,12
BW25,WK,156,Görlitz,GE,14626410,Oppach,J,Gemeinde führte Briefwahl ebenfalls für Beiersdorf durch.,1457,446,0,1903,1715,607,607,13,1702,944,74,391,30,82,44,38,x,x,x,x,12,87,x,x,x,12,1703,913,91,313,49,99,51,19,16,7,4,3,0,0,10,128,x,90,35,35,1,99,56,4,23,2,5,3,2,x,x,x,x,1,5,x,x,x,1,99,54,5,18,3,6,3,1,1,0,0,0,0,0,1,8
BW25,WK,156,Görlitz,GE,14626420,"Ostritz, Stadt",,,1416,353,0,1769,1416,337,336,16,1400,585,91,428,27,92,58,27,x,x,x,x,15,77,x,x,x,19,1397,576,100,346,34,110,66,18,14,5,3,6,0,0,14,105,x,80,24,24,1,99,42,7,31,2,7,4,2,x,x,x,x,1,6,x,x,x,1,99,41,7,25,2,8,5,1,1,0,0,0,0,0,1,8
BW25,WK,156,Görlitz,GE,14626430,Oybin,,Briefwahl der Gemeinde wurde von Olbersdorf durchgeführt.,822,274,0,1096,664,4,,7,657,333,40,179,14,34,12,13,x,x,x,x,4,28,x,x,x,5,659,312,45,160,28,31,14,3,8,2,0,4,0,1,2,49,x,61,1,x,1,99,51,6,27,2,5,2,2,x,x,x,x,1,4,x,x,x,1,99,47,7,24,4,5,2,1,1,0,0,1,0,0,0,7
BW25,WK,156,Görlitz,GE,14626440,Quitzdorf am See,,Briefwahl der Gemeinde wurde von Hohendubrau durchgeführt.,864,170,0,1034,701,0,,5,696,409,31,133,12,41,8,18,x,x,x,x,2,42,x,x,x,5,696,394,29,114,21,43,15,8,13,1,0,2,0,0,2,54,x,68,0,x,1,99,59,5,19,2,6,1,3,x,x,x,x,0,6,x,x,x,1,99,57,4,16,3,6,2,1,2,0,0,0,0,0,0,8
BW25,WK,156,Görlitz,GE,14626450,"Reichenbach/O.L., Stadt",,,3113,784,0,3897,3133,758,756,25,3108,1597,167,718,47,179,92,88,x,x,x,x,35,185,x,x,x,26,3107,1528,177,598,78,230,88,49,48,14,6,8,2,1,13,267,x,80,24,24,1,99,51,5,23,2,6,3,3,x,x,x,x,1,6,x,x,x,1,99,49,6,19,3,7,3,2,2,1,0,0,0,0,0,9
BW25,WK,156,Görlitz,GE,14626460,Rietschen,J,Gemeinde führte Briefwahl ebenfalls für Kreba-Neudorf durch.,1485,535,0,2020,1756,629,627,16,1740,825,110,437,28,104,35,81,x,x,x,x,9,111,x,x,x,17,1739,795,103,355,55,135,50,47,16,5,1,3,1,1,6,166,x,87,36,36,1,99,47,6,25,2,6,2,5,x,x,x,x,1,6,x,x,x,1,99,46,6,20,3,8,3,3,1,0,0,0,0,0,0,10
BW25,WK,156,Görlitz,GE,14626470,Rosenbach,,,1048,177,0,1225,1072,171,171,5,1067,564,42,259,24,59,31,24,x,x,x,x,5,59,x,x,x,4,1068,551,43,228,30,67,42,12,9,1,0,2,1,0,7,75,x,88,16,16,1,100,53,4,24,2,6,3,2,x,x,x,x,1,6,x,x,x,0,100,52,4,21,3,6,4,1,1,0,0,0,0,0,1,7
BW25,WK,156,Görlitz,GE,14626480,"Rothenburg/O.L., Stadt",J,Gemeinde führte Briefwahl ebenfalls für Hähnichen durch.,2825,729,0,3554,2918,925,924,28,2890,1346,189,669,44,246,71,113,x,x,x,x,15,197,x,x,x,22,2896,1298,199,564,74,269,89,53,30,9,4,7,2,1,10,287,x,82,32,32,1,99,47,7,23,2,9,3,4,x,x,x,x,1,7,x,x,x,1,99,45,7,20,3,9,3,2,1,0,0,0,0,0,0,10
BW25,WK,156,Görlitz,GE,14626490,Schleife,J,Gemeinde führte Briefwahl ebenfalls für Groß Düben und Trebendorf durch.,1614,466,0,2080,2001,704,701,17,1984,1031,93,500,37,109,28,28,x,x,x,x,14,144,x,x,x,17,1984,969,102,396,71,143,35,19,30,12,5,3,3,0,10,186,x,96,35,35,1,99,52,5,25,2,6,1,1,x,x,x,x,1,7,x,x,x,1,99,49,5,20,4,7,2,1,2,1,0,0,0,0,1,9
BW25,WK,156,Görlitz,GE,14626500,Schönau-Berzdorf a. d. Eigen,,"Briefwahl der Gemeinde wurde von Bernstadt a. d. Eigen, Stadt durchgeführt.",989,204,0,1193,800,4,,6,794,483,32,155,15,39,7,22,x,x,x,x,3,38,x,x,x,5,795,456,38,129,19,44,14,16,6,5,1,3,1,1,0,62,x,67,1,x,1,99,61,4,20,2,5,1,3,x,x,x,x,0,5,x,x,x,1,99,57,5,16,2,6,2,2,1,1,0,0,0,0,0,8
BW25,WK,156,Görlitz,GE,14626510,Schönbach,,"Briefwahl der Gemeinde wurde von Neusalza-Spremberg, Stadt durchgeführt.",732,155,0,887,597,0,,4,593,392,16,97,12,24,8,9,x,x,x,x,6,29,x,x,x,4,593,389,13,77,16,29,8,6,2,4,3,0,0,0,5,41,x,67,0,x,1,99,66,3,16,2,4,1,2,x,x,x,x,1,5,x,x,x,1,99,66,2,13,3,5,1,1,0,1,1,0,0,0,1,7
BW25,WK,156,Görlitz,GE,14626520,Schöpstal,,,1475,463,0,1938,1730,458,458,16,1714,847,98,434,45,73,57,55,x,x,x,x,0,105,x,x,x,17,1713,821,112,353,75,103,59,35,10,2,5,3,1,0,1,133,x,89,26,26,1,99,49,6,25,3,4,3,3,x,x,x,x,0,6,x,x,x,1,99,48,7,21,4,6,3,2,1,0,0,0,0,0,0,8
BW25,WK,156,Görlitz,GE,14626530,"Seifhennersdorf, Stadt",,,2310,576,0,2886,2187,548,548,25,2162,1070,121,540,33,149,40,46,x,x,x,x,10,153,x,x,x,23,2164,1033,147,418,48,168,65,31,31,12,2,5,0,0,6,198,x,76,25,25,1,99,50,6,25,2,7,2,2,x,x,x,x,1,7,x,x,x,1,99,48,7,19,2,8,3,1,1,1,0,0,0,0,0,9
BW25,WK,156,Görlitz,GE,14626560,Trebendorf,,Briefwahl der Gemeinde wurde von Schleife durchgeführt.,469,112,0,581,414,0,,8,406,230,18,85,9,28,4,11,x,x,x,x,1,20,x,x,x,8,406,217,19,61,14,33,9,4,5,4,1,1,0,0,3,35,x,71,0,x,2,98,57,4,21,2,7,1,3,x,x,x,x,0,5,x,x,x,2,98,53,5,15,3,8,2,1,1,1,0,0,0,0,1,9
BW25,WK,156,Görlitz,GE,14626570,Vierkirchen,,,1050,270,0,1320,1145,262,260,7,1138,570,66,279,17,47,27,50,x,x,x,x,6,76,x,x,x,8,1137,545,53,245,34,72,26,27,8,11,3,5,1,1,5,101,x,87,23,23,1,99,50,6,25,2,4,2,4,x,x,x,x,1,7,x,x,x,1,99,48,5,22,3,6,2,2,1,1,0,0,0,0,0,9
BW25,WK,156,Görlitz,GE,14626580,Waldhufen,,,1584,348,0,1932,1709,338,333,11,1698,886,93,399,19,92,33,64,x,x,x,x,5,107,x,x,x,12,1697,854,89,315,46,115,42,39,18,7,3,1,2,0,4,162,x,89,20,19,1,99,52,6,24,1,5,2,4,x,x,x,x,0,6,x,x,x,1,99,50,5,19,3,7,3,2,1,0,0,0,0,0,0,10
BW25,WK,156,Görlitz,GE,14626590,Weißkeißel,,"Briefwahl der Gemeinde wurde von Weißwasser/O.L., Stadt durchgeführt.",871,159,0,1030,693,1,,5,688,402,33,129,12,48,13,24,x,x,x,x,2,25,x,x,x,4,689,378,31,103,19,64,8,9,8,1,2,3,1,1,3,58,x,67,0,x,1,99,58,5,19,2,7,2,4,x,x,x,x,0,4,x,x,x,1,99,55,5,15,3,9,1,1,1,0,0,0,0,0,0,8
BW25,WK,156,Görlitz,GE,14626600,"Weißwasser/O.L., Stadt",J,Gemeinde führte Briefwahl ebenfalls für Weißkeißel durch.,9738,2725,0,12463,9193,2768,2763,75,9118,4469,764,1908,164,731,153,217,x,x,x,x,48,664,x,x,x,70,9123,4207,743,1577,265,836,170,110,114,40,16,19,6,5,41,974,x,74,30,30,1,99,49,8,21,2,8,2,2,x,x,x,x,1,7,x,x,x,1,99,46,8,17,3,9,2,1,1,0,0,0,0,0,0,11
BW25,WK,156,Görlitz,GE,14626610,"Zittau, Stadt, Hochschulstadt",,,15326,4017,0,19343,14228,3845,3831,126,14102,6399,916,3343,268,1123,551,281,x,x,x,x,140,1081,x,x,x,113,14115,6056,962,2669,406,1322,574,208,233,76,28,56,14,6,64,1441,x,74,27,27,1,99,45,7,24,2,8,4,2,x,x,x,x,1,8,x,x,x,1,99,43,7,19,3,9,4,2,2,1,0,0,0,0,1,10
BW25,WK,157,Sächsische Schweiz-Osterzgebirge,GE,14628010,"Altenberg, Stadt",,,4664,1453,0,6117,5156,1378,1374,54,5102,2581,350,1168,153,436,85,280,x,x,x,x,49,x,x,x,x,35,5121,2486,268,1043,161,352,100,130,49,16,9,22,3,1,20,461,x,84,27,27,1,99,51,7,23,3,9,2,6,x,x,x,x,1,x,x,x,x,1,99,49,5,20,3,7,2,3,1,0,0,0,0,0,0,9
BW25,WK,157,Sächsische Schweiz-Osterzgebirge,GE,14628020,"Bad Gottleuba-Berggießhübel, Stadt",,,3689,833,0,4522,3696,798,793,35,3661,2035,252,742,92,285,68,154,x,x,x,x,33,x,x,x,x,24,3672,1933,197,632,108,229,95,61,45,15,5,12,2,2,13,323,x,82,22,21,1,99,56,7,20,3,8,2,4,x,x,x,x,1,x,x,x,x,1,99,53,5,17,3,6,3,2,1,0,0,0,0,0,0,9
BW25,WK,157,Sächsische Schweiz-Osterzgebirge,GE,14628030,"Bad Schandau, Stadt",,,2207,618,0,2825,2308,595,593,33,2275,1223,173,454,64,215,39,91,x,x,x,x,16,x,x,x,x,18,2290,1167,154,389,78,149,53,32,33,9,3,10,2,1,11,199,x,82,26,26,1,99,54,8,20,3,10,2,4,x,x,x,x,1,x,x,x,x,1,99,51,7,17,3,7,2,1,1,0,0,0,0,0,1,9
BW25,WK,157,Sächsische Schweiz-Osterzgebirge,GE,14628040,Bahretal,,,1439,291,0,1730,1472,281,279,24,1448,772,95,312,35,126,37,59,x,x,x,x,12,x,x,x,x,13,1459,728,74,282,28,97,36,21,22,5,2,10,0,0,7,147,x,85,19,19,2,98,53,7,22,2,9,3,4,x,x,x,x,1,x,x,x,x,1,99,50,5,19,2,7,3,1,2,0,0,1,0,0,1,10
BW25,WK,157,Sächsische Schweiz-Osterzgebirge,GE,14628050,Bannewitz,,,5828,3079,0,8907,7747,2975,2961,59,7688,3176,654,2091,259,698,371,379,x,x,x,x,60,x,x,x,x,35,7712,2978,531,1794,355,550,494,166,65,25,9,41,7,1,21,675,x,87,38,38,1,99,41,9,27,3,9,5,5,x,x,x,x,1,x,x,x,x,1,100,39,7,23,5,7,6,2,1,0,0,1,0,0,0,9
BW25,WK,157,Sächsische Schweiz-Osterzgebirge,GE,14628060,"Dippoldiswalde, Stadt",,,8737,2640,0,11377,9228,2558,2550,88,9140,4456,619,2220,235,790,234,511,x,x,x,x,75,x,x,x,x,46,9182,4255,483,1904,291,617,293,191,95,35,15,23,8,1,45,926,x,81,28,28,1,99,49,7,24,3,9,3,6,x,x,x,x,1,x,x,x,x,1,100,46,5,21,3,7,3,2,1,0,0,0,0,0,1,10
BW25,WK,157,Sächsische Schweiz-Osterzgebirge,GE,14628070,Dohma,,,1332,306,0,1638,1386,284,282,9,1377,789,85,271,44,93,31,49,x,x,x,x,15,x,x,x,x,5,1381,747,67,247,42,65,41,21,25,8,3,3,1,0,5,106,x,85,20,20,1,99,57,6,20,3,7,2,4,x,x,x,x,1,x,x,x,x,0,100,54,5,18,3,5,3,2,2,1,0,0,0,0,0,8
BW25,WK,157,Sächsische Schweiz-Osterzgebirge,GE,14628080,"Dohna, Stadt",,,3570,1467,0,5037,4138,1390,1383,32,4106,1957,373,984,139,321,142,158,x,x,x,x,32,x,x,x,x,17,4121,1882,263,854,134,277,213,84,33,8,6,15,1,0,15,336,x,82,34,33,1,99,48,9,24,3,8,4,4,x,x,x,x,1,x,x,x,x,0,100,46,6,21,3,7,5,2,1,0,0,0,0,0,0,8
BW25,WK,157,Sächsische Schweiz-Osterzgebirge,GE,14628090,Dorfhain,,,700,148,0,848,740,140,139,7,733,363,53,164,24,69,23,34,x,x,x,x,3,x,x,x,x,4,736,345,38,141,26,50,35,20,10,5,1,4,1,1,0,59,x,87,19,19,1,99,50,7,22,3,9,3,5,x,x,x,x,0,x,x,x,x,1,100,47,5,19,4,7,5,3,1,1,0,1,0,0,0,8
BW25,WK,157,Sächsische Schweiz-Osterzgebirge,GE,14628100,Dürrröhrsdorf-Dittersbach,,,2658,781,0,3439,2935,752,748,34,2901,1447,207,673,100,230,81,147,x,x,x,x,16,x,x,x,x,24,2911,1414,123,583,117,214,110,60,35,17,6,13,1,1,6,211,x,85,26,25,1,99,50,7,23,3,8,3,5,x,x,x,x,1,x,x,x,x,1,99,49,4,20,4,7,4,2,1,1,0,0,0,0,0,7
BW25,WK,157,Sächsische Schweiz-Osterzgebirge,GE,14628110,"Freital, Stadt",,,23231,7939,0,31170,24747,7664,7611,243,24504,11390,2075,5781,675,2373,853,1182,x,x,x,x,175,x,x,x,x,144,24603,10898,1699,4857,791,1850,1105,462,307,93,37,146,17,7,68,2266,x,79,31,31,1,99,47,9,24,3,10,4,5,x,x,x,x,1,x,x,x,x,1,99,44,7,20,3,8,5,2,1,0,0,1,0,0,0,9
BW25,WK,157,Sächsische Schweiz-Osterzgebirge,GE,14628130,"Glashütte, Stadt",,,4259,1126,0,5385,4546,1082,1075,44,4502,2309,332,957,146,359,118,232,x,x,x,x,49,x,x,x,x,34,4512,2202,240,806,162,300,162,105,54,25,9,21,3,3,27,393,x,84,24,24,1,99,51,7,21,3,8,3,5,x,x,x,x,1,x,x,x,x,1,99,49,5,18,4,7,4,2,1,1,0,1,0,0,1,9
BW25,WK,157,Sächsische Schweiz-Osterzgebirge,GE,14628140,Gohrisch,,,1213,282,0,1495,1271,273,272,13,1258,705,64,236,48,107,26,62,x,x,x,x,10,x,x,x,x,9,1262,677,54,201,50,77,37,23,8,3,1,5,0,1,6,119,x,85,21,21,1,99,56,5,19,4,9,2,5,x,x,x,x,1,x,x,x,x,1,99,54,4,16,4,6,3,2,1,0,0,0,0,0,1,9
BW25,WK,157,Sächsische Schweiz-Osterzgebirge,GE,14628150,Hartmannsdorf-Reichenau,,,720,109,0,829,717,103,103,2,715,413,53,139,16,47,13,30,x,x,x,x,4,x,x,x,x,2,715,395,31,122,30,27,19,10,8,2,0,0,0,0,0,71,x,87,14,14,0,100,58,7,19,2,7,2,4,x,x,x,x,1,x,x,x,x,0,100,55,4,17,4,4,3,1,1,0,0,0,0,0,0,10
BW25,WK,157,Sächsische Schweiz-Osterzgebirge,GE,14628160,"Heidenau, Stadt",,,10257,2966,0,13223,10360,2829,2789,82,10278,5025,965,2208,284,1104,273,329,x,x,x,x,90,x,x,x,x,66,10294,4762,684,1920,308,878,341,149,144,43,16,79,5,2,41,922,x,78,27,27,1,99,49,9,22,3,11,3,3,x,x,x,x,1,x,x,x,x,1,99,46,7,19,3,9,3,1,1,0,0,1,0,0,0,9
BW25,WK,157,Sächsische Schweiz-Osterzgebirge,GE,14628170,Hermsdorf/Erzgeb.,,,507,107,0,614,522,100,100,3,519,266,35,120,16,41,11,21,x,x,x,x,9,x,x,x,x,1,521,252,28,103,22,38,12,12,4,0,0,1,0,0,4,45,x,85,19,19,1,99,51,7,23,3,8,2,4,x,x,x,x,2,x,x,x,x,0,100,48,5,20,4,7,2,2,1,0,0,0,0,0,1,9
BW25,WK,157,Sächsische Schweiz-Osterzgebirge,GE,14628190,"Hohnstein, Stadt",,,2199,432,0,2631,2123,411,411,42,2081,1257,127,360,42,151,41,87,x,x,x,x,16,x,x,x,x,28,2095,1203,83,333,54,110,50,28,20,10,0,11,4,0,5,184,x,81,19,19,2,98,60,6,17,2,7,2,4,x,x,x,x,1,x,x,x,x,1,99,57,4,16,3,5,2,1,1,1,0,1,0,0,0,9
BW25,WK,157,Sächsische Schweiz-Osterzgebirge,GE,14628205,Klingenberg,,,4308,997,0,5305,4426,963,961,52,4374,2296,279,940,133,387,77,220,x,x,x,x,42,x,x,x,x,25,4401,2188,207,788,138,340,130,94,28,13,7,23,4,0,16,425,x,83,22,22,1,99,53,6,22,3,9,2,5,x,x,x,x,1,x,x,x,x,1,99,50,5,18,3,8,3,2,1,0,0,1,0,0,0,10
BW25,WK,157,Sächsische Schweiz-Osterzgebirge,GE,14628210,"Königstein/Sächs. Schw., Stadt",,,1182,433,0,1615,1323,419,416,28,1295,686,104,264,30,111,32,58,x,x,x,x,10,x,x,x,x,5,1318,650,76,229,41,96,38,24,13,10,2,10,1,1,8,119,x,82,32,31,2,98,53,8,20,2,9,3,5,x,x,x,x,1,x,x,x,x,0,100,49,6,17,3,7,3,2,1,1,0,1,0,0,1,9
BW25,WK,157,Sächsische Schweiz-Osterzgebirge,GE,14628220,Kreischa,,,2583,1140,0,3723,3170,1102,1102,36,3134,1426,244,776,82,313,123,152,x,x,x,x,18,x,x,x,x,22,3148,1358,181,666,100,246,165,52,24,8,4,23,3,0,7,311,x,85,35,35,1,99,46,8,25,3,10,4,5,x,x,x,x,1,x,x,x,x,1,99,43,6,21,3,8,5,2,1,0,0,1,0,0,0,10
BW25,WK,157,Sächsische Schweiz-Osterzgebirge,GE,14628230,"Liebstadt, Stadt",,,890,125,0,1015,851,120,120,5,846,446,52,165,26,68,34,47,x,x,x,x,8,x,x,x,x,2,849,427,41,163,23,53,32,22,6,1,2,2,1,1,5,70,x,84,14,14,1,99,53,6,20,3,8,4,6,x,x,x,x,1,x,x,x,x,0,100,50,5,19,3,6,4,3,1,0,0,0,0,0,1,8
BW25,WK,157,Sächsische Schweiz-Osterzgebirge,GE,14628240,Lohmen,,,2016,486,0,2502,2076,474,472,19,2057,1026,163,467,51,193,63,71,x,x,x,x,23,x,x,x,x,9,2067,970,124,385,67,157,65,27,26,8,4,9,0,0,11,214,x,83,23,23,1,99,50,8,23,3,9,3,4,x,x,x,x,1,x,x,x,x,0,100,47,6,19,3,8,3,1,1,0,0,0,0,0,1,10
BW25,WK,157,Sächsische Schweiz-Osterzgebirge,GE,14628250,Müglitztal,,,1255,339,0,1594,1381,336,333,14,1367,700,82,323,46,121,46,40,x,x,x,x,9,x,x,x,x,8,1373,667,66,271,55,87,49,17,15,7,4,11,0,1,5,118,x,87,24,24,1,99,51,6,24,3,9,3,3,x,x,x,x,1,x,x,x,x,1,99,49,5,20,4,6,4,1,1,1,0,1,0,0,0,9
BW25,WK,157,Sächsische Schweiz-Osterzgebirge,GE,14628260,"Neustadt in Sachsen, Stadt",,,7910,1976,0,9886,7807,1899,1896,87,7720,4173,525,1575,219,671,135,355,x,x,x,x,67,x,x,x,x,53,7754,3976,414,1386,239,519,160,139,78,23,9,25,7,0,24,755,x,79,24,24,1,99,54,7,20,3,9,2,5,x,x,x,x,1,x,x,x,x,1,99,51,5,18,3,7,2,2,1,0,0,0,0,0,0,10
BW25,WK,157,Sächsische Schweiz-Osterzgebirge,GE,14628270,"Pirna, Stadt",,,23669,7449,0,31118,24461,7104,7066,243,24218,11180,2514,5302,660,2536,807,1015,x,x,x,x,204,x,x,x,x,137,24324,10537,1667,4597,801,2175,1168,398,281,95,39,165,23,13,85,2280,x,79,29,29,1,99,46,10,22,3,11,3,4,x,x,x,x,1,x,x,x,x,1,99,43,7,19,3,9,5,2,1,0,0,1,0,0,0,9
BW25,WK,157,Sächsische Schweiz-Osterzgebirge,GE,14628300,"Rabenau, Stadt",,,2765,835,0,3600,3016,803,801,33,2983,1404,193,799,69,246,111,132,x,x,x,x,29,x,x,x,x,15,3001,1356,173,654,85,186,110,56,35,11,1,13,3,2,18,298,x,84,27,27,1,99,47,7,27,2,8,4,4,x,x,x,x,1,x,x,x,x,1,100,45,6,22,3,6,4,2,1,0,0,0,0,0,1,10
BW25,WK,157,Sächsische Schweiz-Osterzgebirge,GE,14628310,"Rathen, Kurort",,,185,101,0,286,237,98,98,5,232,104,16,47,7,24,19,15,x,x,x,x,0,x,x,x,x,3,234,94,8,40,9,21,22,4,3,2,0,2,0,0,0,29,x,83,41,41,2,98,45,7,20,3,10,8,7,x,x,x,x,0,x,x,x,x,1,99,40,3,17,4,9,9,2,1,1,0,1,0,0,0,12
BW25,WK,157,Sächsische Schweiz-Osterzgebirge,GE,14628320,Rathmannsdorf,,,619,121,0,740,580,113,112,10,570,347,43,93,18,38,7,15,x,x,x,x,9,x,x,x,x,3,577,330,42,76,18,27,12,3,7,1,0,2,1,0,7,51,x,78,19,19,2,98,61,8,16,3,7,1,3,x,x,x,x,2,x,x,x,x,1,100,57,7,13,3,5,2,1,1,0,0,0,0,0,1,9
BW25,WK,157,Sächsische Schweiz-Osterzgebirge,GE,14628330,Reinhardtsdorf-Schöna,,,922,159,0,1081,910,153,152,4,906,523,43,206,22,42,17,46,x,x,x,x,7,x,x,x,x,3,907,510,25,181,19,32,20,23,17,4,0,4,1,0,15,56,x,84,17,17,0,100,58,5,23,2,5,2,5,x,x,x,x,1,x,x,x,x,0,100,56,3,20,2,4,2,3,2,0,0,0,0,0,2,6
BW25,WK,157,Sächsische Schweiz-Osterzgebirge,GE,14628340,Rosenthal-Bielatal,,,1057,227,0,1284,1035,217,216,11,1024,524,70,219,28,89,26,61,x,x,x,x,7,x,x,x,x,5,1030,497,47,194,24,76,33,24,15,6,1,3,2,0,3,105,x,81,21,21,1,99,51,7,21,3,9,3,6,x,x,x,x,1,x,x,x,x,1,100,48,5,19,2,7,3,2,2,1,0,0,0,0,0,10
BW25,WK,157,Sächsische Schweiz-Osterzgebirge,GE,14628360,"Sebnitz, Stadt",,,5982,1414,0,7396,5840,1343,1338,70,5770,3311,367,1103,151,464,127,198,x,x,x,x,49,x,x,x,x,44,5796,3163,270,952,143,331,166,83,71,23,7,15,5,2,19,546,x,79,23,23,1,99,57,6,19,3,8,2,3,x,x,x,x,1,x,x,x,x,1,99,55,5,16,3,6,3,1,1,0,0,0,0,0,0,9
BW25,WK,157,Sächsische Schweiz-Osterzgebirge,GE,14628370,"Stadt Wehlen, Stadt",,,953,313,0,1266,1095,294,293,12,1083,543,81,259,24,87,35,42,x,x,x,x,12,x,x,x,x,5,1090,521,46,221,38,70,45,16,5,7,2,4,0,0,7,108,x,87,27,27,1,99,50,8,24,2,8,3,4,x,x,x,x,1,x,x,x,x,1,100,48,4,20,4,6,4,2,1,1,0,0,0,0,1,10
BW25,WK,157,Sächsische Schweiz-Osterzgebirge,GE,14628380,"Stolpen, Stadt",,,3497,999,0,4496,3757,958,956,50,3707,1907,289,801,123,297,97,155,x,x,x,x,38,x,x,x,x,31,3726,1810,212,670,125,264,143,58,53,19,2,17,3,1,15,334,x,84,25,25,1,99,51,8,22,3,8,3,4,x,x,x,x,1,x,x,x,x,1,99,49,6,18,3,7,4,2,1,1,0,1,0,0,0,9
BW25,WK,157,Sächsische Schweiz-Osterzgebirge,GE,14628390,Struppen,,,1493,489,0,1982,1719,475,470,23,1696,859,114,368,46,145,71,74,x,x,x,x,19,x,x,x,x,15,1704,804,74,328,50,123,91,32,12,6,2,9,0,2,6,165,x,87,28,27,1,99,51,7,22,3,9,4,4,x,x,x,x,1,x,x,x,x,1,99,47,4,19,3,7,5,2,1,0,0,1,0,0,0,10
BW25,WK,157,Sächsische Schweiz-Osterzgebirge,GE,14628400,"Tharandt, Stadt",,,2973,1328,0,4301,3671,1287,1282,49,3622,1461,365,885,91,435,180,173,x,x,x,x,32,x,x,x,x,19,3652,1381,263,709,116,353,286,76,28,12,5,23,3,2,11,384,x,85,35,35,1,99,40,10,24,3,12,5,5,x,x,x,x,1,x,x,x,x,1,100,38,7,19,3,10,8,2,1,0,0,1,0,0,0,11
BW25,WK,157,Sächsische Schweiz-Osterzgebirge,GE,14628410,"Wilsdruff, Stadt",,,8807,2828,0,11635,9925,2721,2706,75,9850,4821,710,2489,280,811,298,334,x,x,x,x,107,x,x,x,x,46,9879,4611,552,2099,322,680,387,129,101,42,16,46,16,2,44,832,x,85,27,27,1,99,49,7,25,3,8,3,3,x,x,x,x,1,x,x,x,x,1,100,47,6,21,3,7,4,1,1,0,0,1,0,0,0,8
BW25,WK,158,Dresden I,TG,146120001,Dresden I,,,144240,80863,0,225103,184922,77304,76443,1857,183065,53853,21457,50040,6229,26085,19899,x,x,3482,x,x,2020,x,x,x,x,846,184076,50386,18241,36585,7082,25445,22545,1508,1960,1130,451,2269,234,87,679,15474,x,82,42,41,1,99,29,12,27,3,14,11,x,x,2,x,x,1,x,x,x,x,1,100,27,10,20,4,14,12,1,1,1,0,1,0,0,0,8
BW25,WK,159,Dresden II - Bautzen II,TG,146120002,Dresden II,,,121065,74367,0,195432,164782,71274,70323,1194,163588,44476,15779,38962,4241,29200,20870,2452,2775,3408,x,287,1138,x,x,x,x,655,164127,42663,14330,28963,5765,28566,23882,1404,1676,1238,452,1973,184,92,482,12457,x,84,43,43,1,99,27,10,24,3,18,13,2,2,2,x,0,1,x,x,x,x,0,100,26,9,18,4,17,15,1,1,1,0,1,0,0,0,8
BW25,WK,159,Dresden II - Bautzen II,GE,14625010,Arnsdorf,,,3152,878,0,4030,3270,820,814,52,3218,1478,231,863,96,257,122,59,41,37,x,3,31,x,x,x,x,39,3231,1431,211,649,115,230,177,33,33,15,9,19,0,1,12,296,x,81,25,25,2,98,46,7,27,3,8,4,2,1,1,x,0,1,x,x,x,x,1,99,44,7,20,4,7,6,1,1,1,0,1,0,0,0,9
