Wahl,Ebene,WK-Nr,WK-Name,Ebene,AGS,Ortname,Briefwahl_Sonderfall,genaue Briefwahlzuordung,A1,A2,A3,Wahlberechtigte,Wähler,B1,Briefwähler,ungültige_1,gültige_1,AfD_1,SPD_1,CDU_1,FDP_1,Die Linke_1,GRÜNE_1,FREIE WÄHLER_1,Die PARTEI_1,Volt_1,PdH_1,MLPD_1,BÜNDNIS DEUTSCHLAND_1,BSW_1,EB:Busse_1,EB:Mauer_1,EB:Schubert_1,ungültige_2,gültige_2,AfD_2,SPD_2,CDU_2,FDP_2,Die Linke_2,GRÜNE_2,FREIE WÄHLER_2,Tierschutzpartei_2,Die PARTEI_2,PIRATEN_2,Volt_2,PdH_2,MLPD_2,BÜNDNIS DEUTSCHLAND_2,BSW_2,,Wahlbeteiligung,B1 in %,Briefwähler in %,ungültige_1 in %,gültige_1 in %,AfD_1 in %,SPD_1 in %,CDU_1 in %,FDP_1 in %,Die Linke_1 in %,GRÜNE_1 in %,FREIE WÄHLER_1 in %,Die PARTEI_1 in %,Volt_1 in %,PdH_1 in %,MLPD_1 in %,BÜNDNIS DEUTSCHLAND_1 in %,BSW_1 in %,EB:Busse_1 in %,EB:Mauer_1 in %,EB:Schubert_1 in %,ungültige_2 in %,gültige_2 in %,AfD_2 in %,SPD_2 in %,CDU_2 in %,FDP_2 in %,Die Linke_2 in %,GRÜNE_2 in %,FREIE WÄHLER_2 in %,Tierschutzpartei_2 in %,Die PARTEI_2 in %,PIRATEN_2 in %,Volt_2 in %,PdH_2 in %,MLPD_2 in %,BÜNDNIS DEUTSCHLAND_2 in %,BSW_2 in %
BW25,WK,153,Leipzig-Land,GE,14729320,Neukieritzsch,,,4672,1060,0,5732,4741,1029,1027,25,4716,2047,469,1153,102,386,111,173,x,x,12,x,x,263,x,x,x,23,4718,2044,419,1020,135,390,135,88,54,21,3,15,5,0,10,379,x,83,22,22,1,100,43,10,24,2,8,2,4,x,x,0,x,x,6,x,x,x,1,100,43,9,22,3,8,3,2,1,0,0,0,0,0,0,8
BW25,WK,153,Leipzig-Land,GE,14729330,Otterwisch,,,861,241,0,1102,966,239,237,3,963,417,85,241,20,64,22,64,x,x,2,x,x,48,x,x,x,3,963,416,79,205,33,66,33,41,9,5,0,6,0,1,2,67,x,88,25,25,0,100,43,9,25,2,7,2,7,x,x,0,x,x,5,x,x,x,0,100,43,8,21,3,7,3,4,1,1,0,1,0,0,0,7
BW25,WK,153,Leipzig-Land,GE,14729340,Parthenstein,,,2192,713,0,2905,2508,672,668,22,2486,973,221,596,81,205,87,160,x,x,6,x,x,157,x,x,x,20,2488,987,188,562,102,188,106,79,17,12,5,16,0,0,5,221,x,86,27,27,1,99,39,9,24,3,8,4,6,x,x,0,x,x,6,x,x,x,1,99,40,8,23,4,8,4,3,1,1,0,1,0,0,0,9
BW25,WK,153,Leipzig-Land,GE,14729350,"Pegau, Stadt",,,3850,1471,0,5321,4336,1435,1430,25,4311,1618,410,1182,100,384,166,141,x,x,22,x,x,288,x,x,x,23,4313,1638,332,1048,125,388,207,83,54,31,8,16,11,2,9,361,x,82,33,33,1,99,38,10,27,2,9,4,3,x,x,1,x,x,7,x,x,x,1,100,38,8,24,3,9,5,2,1,1,0,0,0,0,0,8
BW25,WK,153,Leipzig-Land,GE,14729360,"Regis-Breitingen, Stadt",,,2576,582,0,3158,2509,561,559,23,2486,1175,242,509,58,210,47,113,x,x,8,x,x,124,x,x,x,16,2493,1188,192,468,71,197,56,64,27,17,4,8,3,1,2,195,x,79,22,22,1,99,47,10,21,2,8,2,5,x,x,0,x,x,5,x,x,x,1,99,48,8,19,3,8,2,3,1,1,0,0,0,0,0,8
BW25,WK,153,Leipzig-Land,GE,14729370,"Rötha, Stadt",,,3717,1186,0,4903,4046,1127,1119,32,4014,1514,469,983,108,375,143,143,x,x,7,x,x,272,x,x,x,25,4021,1516,333,888,138,396,200,76,57,17,9,18,4,2,6,361,x,83,28,28,1,99,38,12,25,3,9,4,4,x,x,0,x,x,7,x,x,x,1,99,38,8,22,3,10,5,2,1,0,0,0,0,0,0,9
BW25,WK,153,Leipzig-Land,GE,14729380,Thallwitz,,,2398,516,0,2914,2455,503,499,21,2434,1212,164,503,69,204,50,105,x,x,3,x,x,124,x,x,x,14,2441,1222,134,462,80,172,79,64,22,13,2,4,2,1,6,178,x,84,20,20,1,99,50,7,21,3,8,2,4,x,x,0,x,x,5,x,x,x,1,99,50,6,19,3,7,3,3,1,1,0,0,0,0,0,7
BW25,WK,153,Leipzig-Land,GE,14729400,"Trebsen/Mulde, Stadt",,,2581,552,1,3134,2536,535,535,18,2518,1146,210,532,38,212,70,161,x,x,10,x,x,139,x,x,x,12,2524,1145,177,495,57,197,83,93,29,11,5,9,2,4,7,210,x,81,21,21,1,99,46,8,21,2,8,3,6,x,x,0,x,x,6,x,x,x,1,100,45,7,20,2,8,3,4,1,0,0,0,0,0,0,8
BW25,WK,153,Leipzig-Land,GE,14729410,"Wurzen, Stadt",,,10601,2564,0,13165,9859,2445,2434,79,9780,4298,845,2139,219,990,194,453,x,x,31,x,x,611,x,x,x,78,9781,4260,791,2032,265,797,300,242,157,37,15,32,15,2,8,828,x,75,25,25,1,99,44,9,22,2,10,2,5,x,x,0,x,x,6,x,x,x,1,99,44,8,21,3,8,3,3,2,0,0,0,0,0,0,9
BW25,WK,153,Leipzig-Land,GE,14729430,"Zwenkau, Stadt",,,5785,1857,0,7642,6432,1784,1770,32,6400,2334,661,1766,172,565,263,201,x,x,18,x,x,420,x,x,x,33,6399,2331,557,1589,223,562,333,105,89,28,14,40,5,3,12,508,x,84,28,28,1,100,37,10,28,3,9,4,3,x,x,0,x,x,7,x,x,x,1,100,36,9,25,4,9,5,2,1,0,0,1,0,0,0,8
BW25,WK,154,Meißen,GE,14627010,"Coswig, Stadt",,,11724,4896,0,16620,13535,4754,4745,117,13418,5746,1089,3406,544,1447,653,407,x,x,x,x,126,x,x,x,x,83,13452,5493,1025,2785,458,1190,676,183,154,47,21,77,11,7,60,1265,x,81,35,35,1,99,43,8,25,4,11,5,3,x,x,x,x,1,x,x,x,x,1,99,41,8,21,3,9,5,1,1,0,0,1,0,0,0,9
BW25,WK,154,Meißen,GE,14627020,Diera-Zehren,,,1935,736,0,2671,2305,700,697,20,2285,1240,112,430,171,154,68,88,x,x,x,x,22,x,x,x,x,10,2295,1211,112,389,81,120,76,34,28,8,6,16,1,1,10,202,x,86,30,30,1,99,54,5,19,8,7,3,4,x,x,x,x,1,x,x,x,x,0,100,53,5,17,4,5,3,2,1,0,0,1,0,0,0,9
BW25,WK,154,Meißen,GE,14627030,Ebersbach,,,2909,641,0,3550,3069,627,627,34,3035,1651,113,732,128,167,72,146,x,x,x,x,26,x,x,x,x,22,3047,1609,130,616,96,147,75,70,22,12,9,11,1,1,16,232,x,87,20,20,1,99,54,4,24,4,6,2,5,x,x,x,x,1,x,x,x,x,1,99,53,4,20,3,5,3,2,1,0,0,0,0,0,1,8
BW25,WK,154,Meißen,GE,14627040,Glaubitz,,,1209,397,0,1606,1272,383,383,12,1260,668,85,263,57,125,25,32,x,x,x,x,5,x,x,x,x,8,1264,641,71,233,40,97,26,19,16,11,0,2,1,0,4,103,x,79,30,30,1,99,53,7,21,5,10,2,3,x,x,x,x,0,x,x,x,x,1,99,51,6,18,3,8,2,2,1,1,0,0,0,0,0,8
BW25,WK,154,Meißen,GE,14627050,"Gröditz, Stadt",,,4209,1136,0,5345,4056,1075,1075,30,4026,2142,302,804,160,386,68,127,x,x,x,x,37,x,x,x,x,27,4029,2034,313,683,145,298,71,55,46,23,5,15,2,0,19,320,x,76,27,27,1,99,53,8,20,4,10,2,3,x,x,x,x,1,x,x,x,x,1,99,51,8,17,4,7,2,1,1,1,0,0,0,0,1,8
BW25,WK,154,Meißen,GE,14627060,"Großenhain, Stadt",,,11584,3022,0,14606,11583,2935,2934,120,11463,5644,736,2516,529,1177,265,489,x,x,x,x,107,x,x,x,x,87,11496,5431,756,2201,368,904,298,228,172,38,20,46,5,3,31,995,x,79,25,25,1,99,49,6,22,5,10,2,4,x,x,x,x,1,x,x,x,x,1,99,47,7,19,3,8,3,2,2,0,0,0,0,0,0,9
BW25,WK,154,Meißen,GE,14627070,Hirschstein,,,1219,393,0,1612,1372,379,378,9,1363,684,68,258,94,102,28,109,x,x,x,x,20,x,x,x,x,8,1364,691,70,248,42,96,36,30,11,9,2,2,2,0,6,119,x,85,28,28,1,99,50,5,19,7,8,2,8,x,x,x,x,2,x,x,x,x,1,99,51,5,18,3,7,3,2,1,1,0,0,0,0,0,9
BW25,WK,154,Meißen,GE,14627080,Käbschütztal,,,1625,600,0,2225,1877,585,584,11,1866,929,81,350,154,178,75,82,x,x,x,x,17,x,x,x,x,11,1866,908,81,310,81,157,63,37,29,11,4,5,1,1,9,169,x,84,31,31,1,99,50,4,19,8,10,4,4,x,x,x,x,1,x,x,x,x,1,99,49,4,17,4,8,3,2,2,1,0,0,0,0,1,9
BW25,WK,154,Meißen,GE,14627100,Klipphausen,,,5714,2517,0,8231,7051,2437,2425,56,6995,3327,394,1592,399,584,351,298,x,x,x,x,50,x,x,x,x,33,7018,3230,409,1306,272,539,363,107,71,30,13,46,6,1,28,597,x,86,35,34,1,99,48,6,23,6,8,5,4,x,x,x,x,1,x,x,x,x,1,100,46,6,19,4,8,5,2,1,0,0,1,0,0,0,9
BW25,WK,154,Meißen,GE,14627110,Lampertswalde,,,1649,358,0,2007,1777,346,345,22,1755,1014,78,381,73,117,22,54,x,x,x,x,16,x,x,x,x,10,1767,959,70,331,60,90,25,27,16,8,2,8,5,2,10,154,x,89,19,19,1,99,58,4,22,4,7,1,3,x,x,x,x,1,x,x,x,x,1,99,54,4,19,3,5,1,2,1,1,0,1,0,0,1,9
BW25,WK,154,Meißen,GE,14627130,"Lommatzsch, Stadt",,,3086,852,0,3938,3122,819,819,32,3090,1414,161,557,581,194,50,109,x,x,x,x,24,x,x,x,x,27,3095,1449,178,596,211,184,66,63,33,13,6,5,0,1,11,279,x,79,26,26,1,99,46,5,18,19,6,2,4,x,x,x,x,1,x,x,x,x,1,99,47,6,19,7,6,2,2,1,0,0,0,0,0,0,9
BW25,WK,154,Meißen,GE,14627140,"Meißen, Stadt",,,16893,5307,0,22200,16446,5067,5036,173,16273,7303,1238,3479,963,1835,801,517,x,x,x,x,137,x,x,x,x,102,16344,6978,1216,2968,574,1496,812,215,231,96,24,110,19,7,65,1533,x,74,31,31,1,99,45,8,21,6,11,5,3,x,x,x,x,1,x,x,x,x,1,99,43,7,18,4,9,5,1,1,1,0,1,0,0,0,9
BW25,WK,154,Meißen,GE,14627150,Moritzburg,,,4624,2117,0,6741,5874,2051,2038,46,5828,2352,506,1626,268,494,345,186,x,x,x,x,51,x,x,x,x,29,5845,2263,478,1315,271,430,404,66,59,24,7,34,2,0,16,476,x,87,35,35,1,99,40,9,28,5,9,6,3,x,x,x,x,1,x,x,x,x,1,100,39,8,23,5,7,7,1,1,0,0,1,0,0,0,8
BW25,WK,154,Meißen,GE,14627170,Niederau,,,2336,970,0,3306,2879,931,931,29,2850,1433,159,620,152,214,99,138,x,x,x,x,35,x,x,x,x,17,2862,1393,155,539,102,178,103,58,36,12,6,15,0,2,15,248,x,87,32,32,1,99,50,6,22,5,8,4,5,x,x,x,x,1,x,x,x,x,1,99,49,5,19,4,6,4,2,1,0,0,1,0,0,1,9
BW25,WK,154,Meißen,GE,14627180,"Nossen, Stadt",,,6142,2239,0,8381,6851,2182,2173,54,6797,3237,450,1502,564,539,210,224,x,x,x,x,71,x,x,x,x,44,6807,3140,438,1382,271,456,220,104,69,31,12,17,7,4,25,631,x,82,32,32,1,99,48,7,22,8,8,3,3,x,x,x,x,1,x,x,x,x,1,99,46,6,20,4,7,3,2,1,1,0,0,0,0,0,9
BW25,WK,154,Meißen,GE,14627190,Nünchritz,,,3375,1127,0,4502,3790,1080,1080,40,3750,1827,274,803,198,404,76,126,x,x,x,x,42,x,x,x,x,29,3761,1768,274,668,132,319,91,58,44,15,4,15,4,2,15,352,x,84,28,28,1,99,49,7,21,5,11,2,3,x,x,x,x,1,x,x,x,x,1,99,47,7,18,4,9,2,2,1,0,0,0,0,0,0,9
BW25,WK,154,Meißen,GE,14627200,Priestewitz,,,2015,478,0,2493,2132,465,463,18,2114,1028,128,537,122,151,56,79,x,x,x,x,13,x,x,x,x,13,2119,997,118,506,71,128,65,41,23,6,3,8,1,0,5,147,x,86,22,22,1,99,49,6,25,6,7,3,4,x,x,x,x,1,x,x,x,x,1,99,47,6,24,3,6,3,2,1,0,0,0,0,0,0,7
BW25,WK,154,Meißen,GE,14627210,"Radebeul, Stadt",,,18007,9087,0,27094,23122,8845,8797,230,22892,7404,2297,6943,978,2321,2005,738,x,x,x,x,206,x,x,x,x,117,23005,7111,2086,5332,1055,2154,2272,281,262,107,45,200,12,10,96,1982,x,85,38,38,1,99,32,10,30,4,10,9,3,x,x,x,x,1,x,x,x,x,1,100,31,9,23,5,9,10,1,1,1,0,1,0,0,0,9
BW25,WK,154,Meißen,GE,14627220,"Radeburg, Stadt",,,4887,1359,0,6246,5238,1313,1307,43,5195,2354,401,1356,224,459,172,194,x,x,x,x,35,x,x,x,x,29,5209,2289,396,1111,191,372,199,73,63,28,6,17,5,1,15,443,x,84,25,25,1,99,45,8,26,4,9,3,4,x,x,x,x,1,x,x,x,x,1,99,44,8,21,4,7,4,1,1,1,0,0,0,0,0,9
BW25,WK,154,Meißen,GE,14627230,"Riesa, Stadt",,,18257,5136,0,23393,17657,4881,4863,190,17467,8242,1458,3688,888,1836,416,680,x,x,x,x,259,x,x,x,x,115,17542,8002,1384,3286,579,1416,443,256,222,74,23,81,11,10,92,1663,x,76,28,28,1,99,47,8,21,5,11,2,4,x,x,x,x,2,x,x,x,x,1,99,46,8,19,3,8,3,2,1,0,0,1,0,0,1,10
BW25,WK,154,Meißen,GE,14627240,Röderaue,,,1612,491,0,2103,1793,469,469,21,1772,969,103,401,56,130,37,53,x,x,x,x,23,x,x,x,x,12,1781,926,90,354,43,108,41,22,30,3,1,3,1,2,7,150,x,85,26,26,1,99,55,6,23,3,7,2,3,x,x,x,x,1,x,x,x,x,1,99,52,5,20,2,6,2,1,2,0,0,0,0,0,0,8
BW25,WK,154,Meißen,GE,14627250,Schönfeld,,,1209,229,0,1438,1218,221,220,6,1212,686,69,275,39,73,30,30,x,x,x,x,10,x,x,x,x,6,1212,652,58,240,39,59,28,14,5,2,3,2,1,0,4,105,x,85,18,18,1,100,57,6,23,3,6,3,3,x,x,x,x,1,x,x,x,x,1,100,54,5,20,3,5,2,1,0,0,0,0,0,0,0,9
BW25,WK,154,Meißen,GE,14627260,Stauchitz,,,1988,489,0,2477,2088,473,473,20,2068,1035,107,410,152,155,46,74,x,x,x,x,89,x,x,x,x,15,2073,1012,114,373,93,139,39,36,29,13,5,10,3,0,32,175,x,84,23,23,1,99,50,5,20,7,8,2,4,x,x,x,x,4,x,x,x,x,1,99,49,6,18,5,7,2,2,1,1,0,1,0,0,2,8
BW25,WK,154,Meißen,GE,14627270,"Strehla, Stadt",,,2270,775,0,3045,2470,747,746,26,2444,1163,173,558,113,211,50,143,x,x,x,x,33,x,x,x,x,11,2459,1145,167,478,87,182,52,66,24,5,3,10,2,0,14,224,x,81,30,30,1,99,48,7,23,5,9,2,6,x,x,x,x,1,x,x,x,x,0,100,47,7,19,4,7,2,3,1,0,0,0,0,0,1,9
BW25,WK,154,Meißen,GE,14627290,Thiendorf,,,2396,533,0,2929,2531,520,518,17,2514,1380,120,597,75,172,61,86,x,x,x,x,23,x,x,x,x,14,2517,1311,124,500,77,130,74,35,18,10,2,8,0,0,9,219,x,86,21,20,1,99,55,5,24,3,7,2,3,x,x,x,x,1,x,x,x,x,1,99,52,5,20,3,5,3,1,1,0,0,0,0,0,0,9
BW25,WK,154,Meißen,GE,14627310,Weinböhla,,,5578,3076,0,8654,7376,2964,2954,72,7304,3190,451,1982,345,649,358,248,x,x,x,x,81,x,x,x,x,40,7336,3099,456,1571,322,519,412,89,72,23,11,48,8,2,32,672,x,85,40,40,1,99,44,6,27,5,9,5,3,x,x,x,x,1,x,x,x,x,1,100,42,6,21,4,7,6,1,1,0,0,1,0,0,0,9
BW25,WK,154,Meißen,GE,14627340,Wülknitz,,,1020,291,0,1311,1080,277,277,7,1073,571,61,234,44,101,18,35,x,x,x,x,9,x,x,x,x,8,1072,543,60,202,42,66,20,11,6,5,3,4,0,0,3,107,x,82,26,26,1,99,53,6,22,4,9,2,3,x,x,x,x,1,x,x,x,x,1,99,51,6,19,4,6,2,1,1,1,0,0,0,0,0,10
BW25,WK,154,Meißen,GE,14627360,Zeithain,,,3176,1152,0,4328,3620,1084,1080,31,3589,1939,199,749,152,320,72,118,x,x,x,x,40,x,x,x,x,21,3599,1866,196,660,116,262,79,50,33,10,3,5,0,0,15,304,x,84,30,30,1,99,54,6,21,4,9,2,3,x,x,x,x,1,x,x,x,x,1,99,52,5,18,3,7,2,1,1,0,0,0,0,0,0,8
BW25,WK,155,Bautzen I,GE,14625020,"Bautzen, Stadt",,,22986,6975,0,29961,22961,6657,6629,218,22743,9941,1754,5616,498,2540,689,1446,x,x,x,x,259,x,x,x,x,174,22787,9570,1664,4538,716,2012,1045,458,321,174,39,82,27,7,93,2041,x,77,29,29,1,99,44,8,25,2,11,3,6,x,x,x,x,1,x,x,x,x,1,99,42,7,20,3,9,5,2,1,1,0,0,0,0,0,9
BW25,WK,155,Bautzen I,GE,14625030,"Bernsdorf, Stadt",,,4297,914,0,5211,4178,876,874,54,4124,2025,322,933,92,467,75,176,x,x,x,x,34,x,x,x,x,33,4145,1926,290,760,102,374,107,77,58,24,11,13,2,0,10,391,x,80,21,21,1,99,49,8,23,2,11,2,4,x,x,x,x,1,x,x,x,x,1,99,47,7,18,3,9,3,2,1,1,0,0,0,0,0,9
BW25,WK,155,Bautzen I,GE,14625040,"Bischofswerda, Stadt",J,Gemeinde führte Briefwahl ebenfalls für Rammenau durch.,7160,1524,0,8684,6673,1605,1605,66,6607,3285,496,1412,161,769,120,294,x,x,x,x,70,x,x,x,x,50,6623,3126,431,1189,190,608,147,101,93,30,12,17,7,3,30,639,x,77,24,24,1,99,50,8,21,2,12,2,4,x,x,x,x,1,x,x,x,x,1,99,47,7,18,3,9,2,2,1,1,0,0,0,0,1,10
BW25,WK,155,Bautzen I,GE,14625060,Burkau,,,1725,438,0,2163,1853,423,419,17,1836,970,106,441,44,122,46,84,x,x,x,x,23,x,x,x,x,9,1844,912,104,372,53,83,47,34,13,5,6,8,0,1,5,201,x,86,23,23,1,99,53,6,24,2,7,3,5,x,x,x,x,1,x,x,x,x,1,100,50,6,20,3,5,3,2,1,0,0,0,0,0,0,11
BW25,WK,155,Bautzen I,GE,14625080,Crostwitz,,Briefwahl der Gemeinde wurde von Ralbitz-Rosenthal durchgeführt.,640,167,0,807,510,0,,3,507,154,32,247,13,30,9,19,x,x,x,x,3,x,x,x,x,2,508,147,29,217,25,30,18,8,5,1,0,0,1,0,0,27,x,63,0,x,1,99,30,6,49,3,6,2,4,x,x,x,x,1,x,x,x,x,0,100,29,6,43,5,6,4,2,1,0,0,0,0,0,0,5
BW25,WK,155,Bautzen I,GE,14625090,Cunewalde,,,2981,803,0,3784,3112,770,768,26,3086,1611,169,767,61,250,56,137,x,x,x,x,35,x,x,x,x,19,3093,1584,160,604,93,181,65,52,26,14,3,6,5,1,9,290,x,82,25,25,1,99,52,6,25,2,8,2,4,x,x,x,x,1,x,x,x,x,1,99,51,5,20,3,6,2,2,1,1,0,0,0,0,0,9
BW25,WK,155,Bautzen I,GE,14625100,Demitz-Thumitz,,,1755,385,0,2140,1759,372,372,6,1753,990,116,359,38,138,30,69,x,x,x,x,13,x,x,x,x,5,1754,935,111,314,51,106,32,24,14,13,3,5,2,0,8,136,x,82,21,21,0,100,57,7,21,2,8,2,4,x,x,x,x,1,x,x,x,x,0,100,53,6,18,3,6,2,1,1,1,0,0,0,0,1,8
BW25,WK,155,Bautzen I,GE,14625110,Doberschau-Gaußig,,,2667,681,0,3348,2863,659,655,22,2841,1512,119,713,71,171,55,129,x,x,x,x,71,x,x,x,x,16,2847,1472,115,579,103,138,87,36,33,17,6,8,0,2,24,227,x,86,23,23,1,99,53,4,25,3,6,2,5,x,x,x,x,3,x,x,x,x,1,99,52,4,20,4,5,3,1,1,1,0,0,0,0,1,8
BW25,WK,155,Bautzen I,GE,14625120,Elsterheide,,,2352,462,0,2814,2478,443,443,19,2459,1084,178,686,99,274,33,89,x,x,x,x,16,x,x,x,x,12,2466,1027,165,556,103,207,60,30,23,7,1,11,2,1,5,268,x,88,18,18,1,99,44,7,28,4,11,1,4,x,x,x,x,1,x,x,x,x,1,100,42,7,23,4,8,2,1,1,0,0,0,0,0,0,11
BW25,WK,155,Bautzen I,GE,14625130,"Elstra, Stadt",,,1869,344,0,2213,1909,340,340,21,1888,979,100,391,181,148,22,50,x,x,x,x,17,x,x,x,x,15,1894,1005,110,328,88,129,44,28,16,6,1,4,1,0,6,128,x,86,18,18,1,99,52,5,21,10,8,1,3,x,x,x,x,1,x,x,x,x,1,99,53,6,17,5,7,2,2,1,0,0,0,0,0,0,7
BW25,WK,155,Bautzen I,GE,14625140,Frankenthal,,Briefwahl der Gemeinde wurde von Großharthau durchgeführt.,660,73,0,733,538,0,,6,532,284,35,123,12,38,12,22,x,x,x,x,6,x,x,x,x,4,534,274,29,97,16,26,17,6,8,4,0,7,0,0,5,45,x,73,0,x,1,99,53,7,23,2,7,2,4,x,x,x,x,1,x,x,x,x,1,99,51,5,18,3,5,3,1,2,1,0,1,0,0,1,8
BW25,WK,155,Bautzen I,GE,14625150,Göda,,,1917,495,0,2412,2061,482,481,22,2039,1005,128,502,42,152,53,138,x,x,x,x,19,x,x,x,x,19,2042,972,121,422,57,130,72,55,20,14,1,4,0,2,6,166,x,85,23,23,1,99,49,6,25,2,8,3,7,x,x,x,x,1,x,x,x,x,1,99,48,6,21,3,6,4,3,1,1,0,0,0,0,0,8
BW25,WK,155,Bautzen I,GE,14625160,Großdubrau,,,2848,540,0,3388,2856,509,508,26,2830,1610,168,570,53,202,39,163,x,x,x,x,25,x,x,x,x,13,2843,1563,179,457,84,149,61,57,32,12,4,4,0,0,13,228,x,84,18,18,1,99,57,6,20,2,7,1,6,x,x,x,x,1,x,x,x,x,1,100,55,6,16,3,5,2,2,1,0,0,0,0,0,1,8
BW25,WK,155,Bautzen I,GE,14625170,Großharthau,J,Gemeinde führte Briefwahl ebenfalls für Frankenthal durch.,1991,398,0,2389,2076,459,459,21,2055,952,153,499,61,198,70,106,x,x,x,x,16,x,x,x,x,13,2063,916,137,404,68,162,87,40,20,7,3,11,0,0,10,198,x,87,22,22,1,99,46,7,24,3,10,3,5,x,x,x,x,1,x,x,x,x,1,99,44,7,20,3,8,4,2,1,0,0,1,0,0,1,10
BW25,WK,155,Bautzen I,GE,14625180,Großnaundorf,,"Briefwahl der Gemeinde wurde von Pulsnitz, Stadt durchgeführt.",614,129,0,743,510,0,,2,508,305,26,87,29,35,6,19,x,x,x,x,1,x,x,x,x,3,507,291,21,76,23,26,9,8,7,2,0,1,0,0,1,42,x,69,0,x,0,100,60,5,17,6,7,1,4,x,x,x,x,0,x,x,x,x,1,99,57,4,15,5,5,2,2,1,0,0,0,0,0,0,8
BW25,WK,155,Bautzen I,GE,14625190,Großpostwitz/O.L.,J,Gemeinde führte Briefwahl ebenfalls für Obergurig durch.,1523,653,0,2176,2203,994,994,14,2189,1064,136,555,66,155,57,129,x,x,x,x,27,x,x,x,x,7,2196,1035,128,453,88,117,84,44,27,12,2,8,5,1,8,184,x,101,45,45,1,99,49,6,25,3,7,3,6,x,x,x,x,1,x,x,x,x,0,100,47,6,21,4,5,4,2,1,1,0,0,0,0,0,8
BW25,WK,155,Bautzen I,GE,14625220,Haselbachtal,,,2676,558,0,3234,2719,546,546,34,2685,1289,185,669,107,206,71,138,x,x,x,x,20,x,x,x,x,22,2697,1244,153,585,93,187,88,69,21,9,5,9,2,0,9,223,x,84,20,20,1,99,48,7,25,4,8,3,5,x,x,x,x,1,x,x,x,x,1,99,46,6,22,3,7,3,3,1,0,0,0,0,0,0,8
BW25,WK,155,Bautzen I,GE,14625230,Hochkirch,,,1387,392,0,1779,1520,375,375,19,1501,785,67,365,42,105,36,90,x,x,x,x,11,x,x,x,x,16,1504,762,79,301,54,86,41,28,12,7,0,10,1,0,5,118,x,85,25,25,1,99,52,5,24,3,7,2,6,x,x,x,x,1,x,x,x,x,1,99,51,5,20,4,6,3,2,1,1,0,1,0,0,0,8
BW25,WK,155,Bautzen I,GE,14625240,"Hoyerswerda, Stadt",,,20263,5281,0,25544,19053,5027,4991,202,18851,8144,1988,4261,423,2716,371,823,x,x,x,x,125,x,x,x,x,157,18896,7573,1792,3640,530,2092,455,333,273,92,27,34,13,12,78,1952,x,75,26,26,1,99,43,11,23,2,14,2,4,x,x,x,x,1,x,x,x,x,1,99,40,10,19,3,11,2,2,1,1,0,0,0,0,0,10
BW25,WK,155,Bautzen I,GE,14625250,"Kamenz, Stadt",,,10626,2674,0,13300,10323,2571,2565,120,10203,4780,870,2111,375,1219,225,531,x,x,x,x,92,x,x,x,x,85,10238,4498,701,1813,347,1006,319,187,163,55,16,31,7,5,33,1057,x,78,25,25,1,99,47,9,21,4,12,2,5,x,x,x,x,1,x,x,x,x,1,99,44,7,18,3,10,3,2,2,1,0,0,0,0,0,10
BW25,WK,155,Bautzen I,GE,14625270,"Königsbrück, Stadt",J,Gemeinde führte Briefwahl ebenfalls für Laußnitz und Neukirch durch.,2759,884,0,3643,3459,1329,1329,24,3435,1614,249,868,109,291,87,191,x,x,x,x,26,x,x,x,x,17,3442,1565,214,750,104,215,105,84,36,14,5,8,2,2,13,325,x,95,38,38,1,99,47,7,25,3,9,3,6,x,x,x,x,1,x,x,x,x,1,100,46,6,22,3,6,3,2,1,0,0,0,0,0,0,9
BW25,WK,155,Bautzen I,GE,14625280,Königswartha,,,2125,566,0,2691,2187,545,545,21,2166,1233,99,434,54,177,54,91,x,x,x,x,24,x,x,x,x,19,2168,1176,93,371,68,138,60,43,14,7,0,6,1,2,7,182,x,81,25,25,1,99,57,5,20,3,8,3,4,x,x,x,x,1,x,x,x,x,1,99,54,4,17,3,6,3,2,1,0,0,0,0,0,0,8
BW25,WK,155,Bautzen I,GE,14625290,Kubschütz,,,1690,382,0,2072,1819,365,365,17,1802,929,93,509,38,110,21,90,x,x,x,x,12,x,x,x,x,13,1806,914,97,417,52,89,45,30,10,8,0,2,3,0,12,127,x,88,20,20,1,99,52,5,28,2,6,1,5,x,x,x,x,1,x,x,x,x,1,99,51,5,23,3,5,3,2,1,0,0,0,0,0,1,7
BW25,WK,155,Bautzen I,GE,14625300,Laußnitz,,"Briefwahl der Gemeinde wurde von Königsbrück, Stadt durchgeführt.",1190,273,0,1463,1005,0,,3,1002,543,69,209,35,62,12,57,x,x,x,x,15,x,x,x,x,1,1004,515,56,187,32,42,19,16,11,2,0,1,0,2,10,111,x,69,0,x,0,100,54,7,21,4,6,1,6,x,x,x,x,2,x,x,x,x,0,100,51,6,19,3,4,2,2,1,0,0,0,0,0,1,11
BW25,WK,155,Bautzen I,GE,14625310,"Lauta, Stadt",,,5580,1038,0,6618,5127,989,989,56,5071,2725,392,867,114,565,85,289,x,x,x,x,34,x,x,x,x,39,5088,2597,354,746,131,432,98,117,73,24,6,9,1,0,11,489,x,78,19,19,1,99,54,8,17,2,11,2,6,x,x,x,x,1,x,x,x,x,1,99,51,7,15,3,9,2,2,1,1,0,0,0,0,0,10
